timestamp_sec;position_x;position_y;position_z;heading;qx;qy;qz;qw;euler_x;euler_y;euler_z;linear_accel_x;linear_accel_y;linear_accel_z;angular_vel_x;angular_vel_y;angular_vel_z;linear_vel_x;linear_vel_y;linear_vel_z;heading;
1580250762.787588;586606.857004;4208086.587321;-9.555496;0.902376;0.027033;-0.004308;-0.327778;0.944358;0.009600;0.053908;-0.668420;1.058337;1.215720;-0.452359;0.045048;-0.057009;-0.009929;-0.044667;-0.018208;-0.098201;0.902376;
1580250763.788030;586606.855126;4208086.588267;-9.558604;0.902476;0.029934;-0.004534;-0.327670;0.944307;0.011074;0.059541;-0.668321;0.005270;0.001951;-0.017542;-0.002021;0.000303;0.000664;-0.005817;0.003829;0.004446;0.902476;
1580250763.802360;586606.855117;4208086.588235;-9.558575;0.902473;0.029929;-0.004535;-0.327671;0.944307;0.011069;0.059531;-0.668323;-0.004206;0.015723;-0.045444;-0.003319;0.000520;0.000483;-0.005854;0.004210;0.004175;0.902473;
1580250763.810777;586606.855084;4208086.588232;-9.558542;0.902474;0.029921;-0.004534;-0.327671;0.944307;0.011065;0.059515;-0.668322;-0.006431;-0.000321;-0.029085;-0.001481;0.000494;0.000116;-0.006025;0.004110;0.003852;0.902474;
1580250763.820112;586606.855053;4208086.588231;-9.558512;0.902470;0.029916;-0.004535;-0.327673;0.944306;0.011060;0.059508;-0.668327;-0.006831;-0.005998;-0.029523;-0.001160;0.000256;-0.000202;-0.005946;0.004137;0.003560;0.902470;
1580250763.830364;586606.855025;4208086.588232;-9.558484;0.902469;0.029916;-0.004540;-0.327674;0.944306;0.011051;0.059509;-0.668327;-0.012855;-0.007452;-0.025539;-0.000793;-0.000245;-0.000165;-0.005873;0.004194;0.003346;0.902469;
1580250763.844316;586606.854994;4208086.588231;-9.558457;0.902467;0.029914;-0.004542;-0.327675;0.944306;0.011045;0.059507;-0.668330;-0.010211;-0.010984;-0.021489;-0.000674;-0.000269;-0.000212;-0.005908;0.004069;0.003185;0.902467;
1580250763.851585;586606.854978;4208086.588199;-9.558439;0.902453;0.029915;-0.004536;-0.327681;0.944304;0.011059;0.059505;-0.668343;-0.001447;-0.042580;-0.043886;-0.000277;0.000498;-0.001187;-0.006098;0.003916;0.003023;0.902453;
1580250763.859537;586606.854941;4208086.588194;-9.558415;0.902442;0.029913;-0.004533;-0.327687;0.944302;0.011064;0.059499;-0.668355;-0.010840;-0.029313;-0.008785;-0.000141;0.000635;-0.000950;-0.006314;0.003536;0.003023;0.902442;
1580250763.866784;586606.854907;4208086.588187;-9.558392;0.902439;0.029915;-0.004532;-0.327688;0.944301;0.011066;0.059504;-0.668358;-0.014373;-0.038541;-0.008815;0.000181;0.000263;-0.000620;-0.006305;0.003174;0.002938;0.902439;
1580250763.885943;586606.854892;4208086.588148;-9.558376;0.902434;0.029922;-0.004528;-0.327690;0.944301;0.011078;0.059513;-0.668363;-0.008295;-0.088698;-0.015892;0.001508;0.000559;-0.001087;-0.006215;0.002911;0.002907;0.902434;
1580250763.891322;586606.854858;4208086.588133;-9.558353;0.902424;0.029926;-0.004527;-0.327694;0.944299;0.011083;0.059520;-0.668372;-0.001843;-0.047346;0.000089;0.000838;0.000145;-0.000774;-0.006097;0.002398;0.002942;0.902424;
1580250763.899682;586606.854824;4208086.588113;-9.558330;0.902413;0.029928;-0.004527;-0.327700;0.944297;0.011086;0.059524;-0.668384;-0.000656;-0.047574;0.001855;0.000656;0.000019;-0.000971;-0.006003;0.001807;0.002965;0.902413;
1580250763.907634;586606.854787;4208086.588089;-9.558306;0.902414;0.029931;-0.004523;-0.327699;0.944297;0.011094;0.059527;-0.668383;0.000426;-0.044150;0.010080;0.000683;0.000263;-0.000418;-0.006106;0.001368;0.003157;0.902414;
1580250763.922461;586606.854770;4208086.588035;-9.558286;0.902415;0.029939;-0.004515;-0.327698;0.944297;0.011114;0.059537;-0.668381;0.011897;-0.080862;0.020254;0.002575;0.001122;-0.000250;-0.006103;0.001288;0.003276;0.902415;
1580250763.930600;586606.854735;4208086.588006;-9.558260;0.902411;0.029944;-0.004513;-0.327700;0.944297;0.011123;0.059545;-0.668385;-0.001961;-0.036662;0.009376;0.001208;0.000330;-0.000220;-0.006023;0.000823;0.003370;0.902411;
1580250763.938679;586606.854699;4208086.587971;-9.558231;0.902410;0.029947;-0.004509;-0.327700;0.944296;0.011132;0.059547;-0.668386;-0.000378;-0.031663;0.019957;0.000954;0.000445;-0.000123;-0.006051;0.000390;0.003649;0.902410;
1580250763.947001;586606.854662;4208086.587938;-9.558200;0.902419;0.029952;-0.004504;-0.327696;0.944298;0.011144;0.059554;-0.668377;0.001124;-0.023688;0.021050;0.001120;0.000523;0.000407;-0.006062;0.000271;0.003879;0.902419;
1580250763.963293;586606.854630;4208086.587904;-9.558169;0.902425;0.029958;-0.004503;-0.327693;0.944299;0.011150;0.059565;-0.668372;0.002159;-0.014445;0.012158;0.001199;0.000162;0.000492;-0.005834;0.000244;0.003886;0.902425;
1580250763.971239;586606.854608;4208086.587833;-9.558144;0.902431;0.029958;-0.004495;-0.327689;0.944300;0.011164;0.059559;-0.668365;-0.010950;-0.010813;0.017394;0.001686;0.001242;0.001160;-0.006300;0.000097;0.003946;0.902431;
1580250763.978336;586606.854570;4208086.587798;-9.558111;0.902433;0.029962;-0.004491;-0.327689;0.944300;0.011175;0.059565;-0.668364;-0.010448;-0.005630;0.012709;0.001007;0.000665;0.000394;-0.006316;0.000078;0.004089;0.902433;
1580250763.986647;586606.854531;4208086.587761;-9.558078;0.902427;0.029964;-0.004490;-0.327691;0.944299;0.011179;0.059568;-0.668369;-0.019684;0.005367;0.003173;0.000760;0.000407;-0.000046;-0.006443;0.000104;0.004007;0.902427;
1580250763.999228;586606.854509;4208086.587699;-9.558050;0.902433;0.029971;-0.004484;-0.327688;0.944300;0.011193;0.059577;-0.668363;-0.033978;0.034278;0.016924;0.002216;0.000986;0.000452;-0.006493;0.000553;0.004185;0.902433;
1580250764.012676;586606.854470;4208086.587665;-9.558016;0.902435;0.029971;-0.004486;-0.327687;0.944300;0.011190;0.059579;-0.668361;-0.009052;0.029520;0.006380;0.000438;-0.000087;0.000245;-0.006328;0.000535;0.004181;0.902435;
1580250764.019636;586606.854422;4208086.587636;-9.557982;0.902438;0.029972;-0.004480;-0.327686;0.944301;0.011201;0.059578;-0.668359;-0.018519;0.032261;-0.004231;0.000509;0.000506;0.000299;-0.006858;0.000883;0.004070;0.902438;
1580250764.028886;586606.854374;4208086.587614;-9.557949;0.902438;0.029977;-0.004477;-0.327685;0.944301;0.011211;0.059584;-0.668358;-0.026860;0.034484;-0.010813;0.000802;0.000407;0.000185;-0.007137;0.001364;0.003904;0.902438;
1580250764.042799;586606.854348;4208086.587559;-9.557925;0.902433;0.029977;-0.004477;-0.327688;0.944300;0.011211;0.059585;-0.668363;-0.038112;0.080697;-0.021308;0.001003;0.000384;-0.000268;-0.007126;0.001595;0.003779;0.902433;
1580250764.050674;586606.854298;4208086.587540;-9.557893;0.902434;0.029976;-0.004476;-0.327687;0.944300;0.011212;0.059581;-0.668363;-0.013925;0.045484;-0.002195;0.000027;0.000311;0.000020;-0.007221;0.001862;0.003796;0.902434;
1580250764.059639;586606.854250;4208086.587525;-9.557862;0.902429;0.029976;-0.004479;-0.327690;0.944299;0.011207;0.059583;-0.668367;-0.017678;0.044440;-0.000230;-0.000099;-0.000146;-0.000276;-0.007174;0.002214;0.003793;0.902429;
1580250764.068249;586606.854202;4208086.587516;-9.557832;0.902422;0.029978;-0.004480;-0.327693;0.944298;0.011206;0.059587;-0.668374;-0.009507;0.039089;-0.006854;0.000075;-0.000258;-0.000490;-0.007101;0.002610;0.003661;0.902422;
1580250764.083405;586606.854153;4208086.587484;-9.557857;0.902542;0.029926;-0.004401;-0.327636;0.944320;0.011317;0.059438;-0.668254;-0.002720;0.036301;-0.002613;-0.000275;-0.000342;-0.000043;-0.007001;0.002727;0.003670;0.902542;
1580250764.092566;586606.854254;4208086.587501;-9.557971;0.902544;0.029927;-0.004404;-0.327635;0.944320;0.011313;0.059441;-0.668252;0.001953;0.070195;0.006938;-0.000436;-0.000814;0.000228;-0.006806;0.003188;0.003743;0.902544;
1580250764.098321;586606.854303;4208086.587523;-9.558031;0.902538;0.029922;-0.004408;-0.327638;0.944319;0.011303;0.059436;-0.668259;0.002845;0.030202;0.001784;-0.000607;-0.000428;-0.000419;-0.006680;0.003176;0.003681;0.902538;
1580250764.107920;586606.854354;4208086.587545;-9.558091;0.902535;0.029916;-0.004412;-0.327640;0.944319;0.011290;0.059426;-0.668261;0.008999;0.022979;-0.001893;-0.001056;-0.000419;-0.000385;-0.006480;0.003115;0.003574;0.902535;
1580250764.127478;586606.854456;4208086.587572;-9.558203;0.902535;0.029919;-0.004413;-0.327639;0.944319;0.011291;0.059432;-0.668261;0.016400;0.048156;0.022983;-0.000777;-0.000738;-0.000427;-0.006339;0.003771;0.003844;0.902535;
1580250764.131391;586606.854506;4208086.587602;-9.558259;0.902538;0.029916;-0.004414;-0.327638;0.944319;0.011286;0.059429;-0.668259;0.010174;0.015585;0.010986;-0.000422;-0.000252;0.000077;-0.006234;0.003771;0.003890;0.902538;
1580250764.140471;586606.854560;4208086.587627;-9.558314;0.902533;0.029910;-0.004419;-0.327641;0.944318;0.011273;0.059419;-0.668264;0.011439;0.006879;0.010571;-0.001071;-0.000354;-0.000280;-0.005993;0.003464;0.003931;0.902533;
