timestamp_sec;position_x;position_y;position_z;heading;qx;qy;qz;qw;euler_x;euler_y;euler_z;linear_accel_x;linear_accel_y;linear_accel_z;angular_vel_x;angular_vel_y;angular_vel_z;linear_vel_x;linear_vel_y;linear_vel_z;heading;
1580255299.051167;586625.926925;4208096.362860;-8.980317;0.229326;0.005218;-0.001873;-0.621545;0.783359;0.003551;0.010504;-1.341470;-0.448327;-0.159817;-0.096213;0.004114;-0.003141;-0.002908;1.328408;0.346592;0.001689;0.229326;
1580255299.938895;586626.920974;4208096.656373;-8.967516;0.227261;0.005872;-0.002451;-0.622350;0.782713;0.003472;0.012244;-1.343535;-0.472238;-0.175694;-0.021296;-0.002049;-0.001528;-0.001925;0.914812;0.242023;0.003703;0.227261;
1580255299.955819;586626.929936;4208096.659317;-8.967318;0.227258;0.005883;-0.002458;-0.622351;0.782712;0.003474;0.012269;-1.343539;-0.949252;-0.345223;-0.021023;-0.001729;-0.003755;-0.002456;0.910069;0.241273;0.003882;0.227258;
1580255299.963869;586626.938910;4208096.662052;-8.967197;0.227244;0.005887;-0.002466;-0.622356;0.782708;0.003468;0.012285;-1.343553;-0.473201;-0.170284;-0.009787;-0.000373;-0.001785;-0.001320;0.905285;0.239799;0.003756;0.227244;
1580255299.972502;586626.947833;4208096.664771;-8.967081;0.227232;0.005890;-0.002470;-0.622361;0.782704;0.003464;0.012295;-1.343564;-0.463091;-0.155297;-0.031584;-0.000248;-0.001402;-0.001219;0.900506;0.238546;0.003289;0.227232;
1580255299.978971;586626.956707;4208096.667478;-8.966966;0.227217;0.005893;-0.002473;-0.622367;0.782700;0.003463;0.012303;-1.343579;-0.486047;-0.144868;-0.023953;-0.000078;-0.001133;-0.001362;0.895239;0.237406;0.003159;0.227217;
1580255299.994556;586626.965493;4208096.670357;-8.966778;0.227197;0.005906;-0.002488;-0.622375;0.782693;0.003456;0.012342;-1.343599;-0.927395;-0.296845;-0.053013;-0.000009;-0.004593;-0.003343;0.891583;0.236171;0.002779;0.227197;
1580255300.002692;586626.974276;4208096.673036;-8.966670;0.227182;0.005918;-0.002486;-0.622380;0.782689;0.003474;0.012359;-1.343615;-0.455823;-0.190738;-0.052875;0.001367;-0.001756;-0.001560;0.886551;0.234754;0.002269;0.227182;
1580255300.012100;586626.983013;4208096.675704;-8.966562;0.227161;0.005932;-0.002481;-0.622388;0.782682;0.003501;0.012373;-1.343635;-0.474469;-0.172902;-0.015715;0.002228;-0.001247;-0.001811;0.881369;0.233712;0.002484;0.227161;
1580255300.019968;586626.991707;4208096.678362;-8.966455;0.227143;0.005951;-0.002481;-0.622395;0.782676;0.003525;0.012405;-1.343654;-0.470289;-0.129244;-0.009918;0.002635;-0.001857;-0.001808;0.876963;0.233185;0.002469;0.227143;
1580255300.036016;586627.000357;4208096.680999;-8.966354;0.227126;0.005970;-0.002485;-0.622402;0.782671;0.003541;0.012440;-1.343670;-0.481398;-0.138743;-0.026334;0.002504;-0.002390;-0.001733;0.872224;0.231731;0.002009;0.227126;
1580255300.044302;586627.008899;4208096.683804;-8.966168;0.227102;0.005992;-0.002484;-0.622411;0.782664;0.003571;0.012473;-1.343694;-0.966038;-0.364999;0.012878;0.005740;-0.004886;-0.004036;0.867386;0.229843;0.002680;0.227102;
