timestamp_sec;position_x;position_y;position_z;heading;qx;qy;qz;qw;euler_x;euler_y;euler_z;linear_accel_x;linear_accel_y;linear_accel_z;angular_vel_x;angular_vel_y;angular_vel_z;linear_vel_x;linear_vel_y;linear_vel_z;heading;
1580255287.965573;586607.022701;4208086.433039;-9.607860;0.889686;0.032777;-0.007982;-0.333712;0.942071;0.006852;0.067134;-0.681110;0.528782;0.142396;0.067776;-0.010255;0.002643;-0.156310;1.384608;1.848604;0.143274;0.889686;
1580255288.653424;586608.089285;4208087.725728;-9.495460;0.778444;0.026811;-0.008473;-0.385676;0.922206;0.005061;0.056016;-0.792352;0.352401;0.173744;-0.005401;-0.025824;0.005816;-0.159266;1.750390;1.867860;0.152384;0.778444;
1580255288.669214;586608.106505;4208087.744121;-9.493705;0.776849;0.026678;-0.008546;-0.386415;0.921900;0.004868;0.055822;-0.793948;0.635017;0.179511;0.100955;-0.053122;0.007055;-0.319671;1.754623;1.867253;0.153438;0.776849;
1580255288.678193;586608.123788;4208087.762677;-9.492054;0.775268;0.026533;-0.008610;-0.387147;0.921596;0.004683;0.055601;-0.795528;0.388648;0.127286;-0.014511;-0.027800;0.002844;-0.159421;1.758714;1.867735;0.152992;0.775268;
1580255288.686565;586608.141117;4208087.781250;-9.490390;0.773684;0.026398;-0.008673;-0.387881;0.921291;0.004505;0.055397;-0.797112;0.386686;0.065938;0.062976;-0.027347;0.002490;-0.159380;1.762666;1.867924;0.154317;0.773684;
1580255288.694642;586608.158489;4208087.799854;-9.488725;0.772109;0.026268;-0.008732;-0.388609;0.920987;0.004338;0.055200;-0.798687;0.419135;0.140851;0.049635;-0.026500;0.002456;-0.158895;1.767120;1.870336;0.154745;0.772109;
1580255288.712700;586608.175870;4208087.818294;-9.486958;0.770539;0.026135;-0.008800;-0.389336;0.920683;0.004153;0.055004;-0.800257;0.859431;0.193474;0.093956;-0.053356;0.003831;-0.317030;1.771709;1.870031;0.155189;0.770539;
1580255288.717368;586608.193330;4208087.836896;-9.485285;0.768960;0.026000;-0.008866;-0.390066;0.920377;0.003969;0.054804;-0.801836;0.438128;0.052209;0.035062;-0.027004;0.001659;-0.158744;1.776159;1.870208;0.155530;0.768960;
1580255288.725347;586608.210837;4208087.855515;-9.483600;0.767386;0.025877;-0.008932;-0.390794;0.920071;0.003794;0.054626;-0.803410;0.439568;0.057551;0.084579;-0.025841;0.001116;-0.158563;1.780754;1.871213;0.156861;0.767386;
1580255288.734475;586608.228388;4208087.874131;-9.481920;0.765812;0.025747;-0.008991;-0.391521;0.919765;0.003627;0.054430;-0.804984;0.485351;0.035333;0.024372;-0.025716;0.001846;-0.158447;1.785655;1.871222;0.156537;0.765812;
1580255288.750262;586608.245965;4208087.892599;-9.480135;0.764232;0.025626;-0.009046;-0.392251;0.919457;0.003474;0.054248;-0.806565;1.083748;-0.021435;0.066027;-0.049917;0.004196;-0.317396;1.791509;1.870801;0.157218;0.764232;
1580255288.758153;586608.263615;4208087.911214;-9.478449;0.762659;0.025495;-0.009092;-0.392977;0.919150;0.003329;0.054039;-0.808137;0.545512;-0.034407;-0.004036;-0.024730;0.003978;-0.158179;1.796010;1.869988;0.156886;0.762659;
1580255288.765213;586608.281327;4208087.929835;-9.476755;0.761069;0.025373;-0.009140;-0.393711;0.918839;0.003188;0.053849;-0.809727;0.554495;-0.034063;0.037587;-0.023925;0.004006;-0.159045;1.801584;1.869886;0.157677;0.761069;
