Time from start of file (s),Time from start of region (s),Time (GPS s),Seconds from midnight Sunday (),Hunter heading (deg),Number of targets (),Target 1 range forward (m),Target 1 range lateral (m),Target 1 range horizontal (m),Target 1 angle to target (deg),Target 1 range velocity forward (m/s),Target 1 range velocity lateral (m/s),Target 1 time to collision forward (),Target 1 time to collision lateral (),Target 1 time gap forward (),Target 2 range forward (m),Target 2 range lateral (m),Target 2 range horizontal (m),Target 2 angle to target (deg),Target 2 range velocity forward (m/s),Target 2 range velocity lateral (m/s),Target 2 time to collision forward (),Target 2 time to collision lateral (),Target 2 time gap forward (),Hunter distance along line 1 (m),Hunter line number to left of A (),Hunter distance lateral from A to line on left of A (m),Hunter velocity lateral of A to line on left of A (m/s),Hunter acceleration lateral of A to line on left of A (m/s²),Hunter line number to right of A (),Hunter distance lateral from A to line on right of A (m),Hunter velocity lateral of A to line on right of A (m/s),Hunter acceleration lateral of A to line on right of A (m/s²),Hunter distance lateral from A to line 1 (m),Hunter distance lateral from A to line 2 (m),Hunter distance lateral from A to line 3 (m),Hunter distance lateral from A to line 4 (m),Hunter distance lateral from A to line 5 (m),Hunter distance lateral from A to line 6 (m),Hunter distance lateral from A to line 7 (m),Hunter distance lateral from A to line 8 (m)
0.750000000,0.000000000,1260315705.840000000,517315.75,70.47,1,46.106,6.315,46.5364637784179,7.79910175198143,-0.01,0.06,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.750000000,0.000000000,1260315705.850000000,517315.75,70.47,1,46.106,6.315,46.5364637784179,7.79910175198143,-0.01,0.06,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.750000000,0.000000000,1260315705.860000000,517315.75,70.47,1,46.106,6.315,46.5364637784179,7.79910175198143,-0.01,0.06,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.750000000,0.000000000,1260315705.870000000,517315.75,70.47,1,46.106,6.315,46.5364637784179,7.79910175198143,-0.01,0.06,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.750000000,0.000000000,1260315705.880000000,517315.75,70.47,1,46.106,6.315,46.5364637784179,7.79910175198143,-0.01,0.06,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.750000000,0.000000000,1260315705.890000000,517315.75,70.47,1,46.106,6.315,46.5364637784179,7.79910175198143,-0.01,0.06,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.750000000,0.000000000,1260315705.900000000,517315.75,70.47,1,46.106,6.315,46.5364637784179,7.79910175198143,-0.01,0.06,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.750000000,0.000000000,1260315705.910000000,517315.75,70.47,1,46.106,6.315,46.5364637784179,7.79910175198143,-0.01,0.06,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.750000000,0.000000000,1260315705.920000000,517315.75,70.47,1,46.106,6.315,46.5364637784179,7.79910175198143,-0.01,0.06,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.750000000,0.000000000,1260315705.930000000,517315.75,70.47,1,46.106,6.315,46.5364637784179,7.79910175198143,-0.01,0.06,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
