,timestamp_sec,position_x,position_y,heading
382,3.823591947555542,586636.53143,4208052.644066,2.62656
383,3.8317251205444336,586636.531412,4208052.644162,2.626557
384,3.8407251834869385,586636.531364,4208052.644281,2.6265560000000003
385,3.8512990474700928,586636.531281,4208052.644421,2.626547
386,3.8643798828125,586636.531144,4208052.644584999,2.6265509999999996
387,3.871443033218384,586636.5309680001,4208052.644785,2.626563
388,3.87947416305542,586636.53074,4208052.645011,2.626577
389,3.896656036376953,586636.5304439999,4208052.645239,2.626589
390,3.904798984527588,586636.530089,4208052.645511,2.626599
391,3.912649154663086,586636.529662,4208052.645815,2.62661
392,3.921905040740967,586636.52917,4208052.646152,2.626611
393,3.935497999191284,586636.5286140001,4208052.646505999,2.626611
394,3.943716049194336,586636.5279890001,4208052.646912999,2.626614
395,3.9547009468078613,586636.527292,4208052.647361,2.626619
396,3.962792158126831,586636.526567,4208052.647787999,2.6267490000000002
397,3.9691529273986816,586636.525751,4208052.648264,2.626757
398,3.9840481281280518,586636.52486,4208052.648744999,2.626769
399,3.993826150894165,586636.5238689999,4208052.649298,2.6267720000000003
400,3.9996869564056396,586636.522785,4208052.649897,2.626774
401,4.016761064529419,586636.521605,4208052.650548,2.626777
402,4.024756193161011,586636.520348,4208052.651223999,2.6267810000000003
403,4.032518148422241,586636.5189779999,4208052.6519760005,2.626782
404,4.04071307182312,586636.5175020001,4208052.652774,2.626778
405,4.055527925491333,586636.5159270001,4208052.653612,2.626783
406,4.063910961151123,586636.514216,4208052.6545400005,2.6267970000000003
407,4.073430061340332,586636.512379,4208052.65553,2.626809
408,4.080777883529663,586636.5104220001,4208052.6565809995,2.626816
409,4.0889458656311035,586636.508358,4208052.65768,2.62683
410,4.103554964065552,586636.506209,4208052.658795,2.626852
411,4.111902952194214,586636.503929,4208052.660008,2.626873
412,4.120032072067261,586636.501512,4208052.661289,2.626895
413,4.138787031173706,586636.498949,4208052.662618,2.626906
414,4.144728899002075,586636.4962279999,4208052.664044,2.6269240000000003
415,4.152469873428345,586636.493365,4208052.665536,2.626945
416,4.159600019454956,586636.4903739999,4208052.667093,2.626964
417,4.175778865814209,586636.487255,4208052.668705001,2.626986
418,4.183566093444824,586636.483975,4208052.670419999,2.6270130000000003
419,4.192578077316284,586636.480517,4208052.672223001,2.627048
420,4.200649976730347,586636.476885,4208052.674113,2.627079
421,4.2166571617126465,586636.4730720001,4208052.676082,2.627097
422,4.223484039306641,586636.469066,4208052.678085,2.627107
423,4.231562852859497,586636.464888,4208052.680240001,2.627137
424,4.239778995513916,586636.4605,4208052.682516,2.6271720000000003
425,4.256731033325195,586636.455896,4208052.684855999,2.627202
426,4.264709949493408,586636.451107,4208052.68729,2.6272290000000003
427,4.272507190704346,586636.44613,4208052.68982,2.627267
428,4.279889106750488,586636.440909,4208052.692485,2.627312
429,4.295568943023682,586636.4353840001,4208052.695291,2.627335
430,4.304682016372681,586636.429657,4208052.698217,2.627385
431,4.312779903411865,586636.4237149999,4208052.701247,2.627441
432,4.320764064788818,586636.4173890001,4208052.704419999,2.62747
433,4.335920095443726,586636.410879,4208052.707716,2.627526
434,4.343693017959595,586636.404084,4208052.711169,2.627584
435,4.351445913314819,586636.396987,4208052.714767,2.627641
436,4.360998153686523,586636.389752,4208052.718497,2.6277209999999998
437,4.369501113891602,586636.382343,4208052.722248,2.627802
438,4.386394023895264,586636.3746600001,4208052.72606,2.6278610000000002
439,4.393140077590942,586636.3668579999,4208052.730054,2.62795
440,4.399529933929443,586636.358779,4208052.734146,2.628032
441,4.415699005126953,586636.350549,4208052.738287999,2.628112
442,4.424685001373291,586636.342049,4208052.742575,2.628197
443,4.436553001403809,586636.333324,4208052.746989,2.628286
444,4.441196918487549,586636.3243399999,4208052.751549,2.62838
445,4.455592155456543,586636.315087,4208052.756171,2.628475
446,4.46359395980835,586636.305555,4208052.760974,2.628559
447,4.474042177200317,586636.295697,4208052.765938,2.628646
448,4.479964017868042,586636.28557,4208052.771028,2.628739
449,4.48875617980957,586636.275211,4208052.776239,2.62882
450,4.504652976989746,586636.2645170001,4208052.781583,2.628921
451,4.513365983963013,586636.253574,4208052.787082,2.629004
452,4.519643068313599,586636.242359,4208052.792707,2.62909
453,4.535526990890503,586636.2308850001,4208052.798421,2.6291729999999998
454,4.5445380210876465,586636.219142,4208052.804305,2.629257
455,4.552448987960815,586636.2071100001,4208052.810327,2.629354
456,4.560733079910278,586636.194819,4208052.816475,2.6294310000000003
457,4.575729846954346,586636.1822729999,4208052.822729,2.62954
458,4.583750009536743,586636.169437,4208052.829146,2.629634
459,4.591614246368408,586636.15633,4208052.835691,2.629729
460,4.600394010543823,586636.142952,4208052.842355,2.629829
461,4.609421968460083,586636.129278,4208052.849169,2.629934
462,4.624881982803345,586636.115358,4208052.85609,2.63004
463,4.632201910018921,586636.1011569999,4208052.8631690005,2.6301400000000004
464,4.6397480964660645,586636.086688,4208052.870378,2.630254
465,4.655513048171997,586636.071993,4208052.877658,2.630372
466,4.6646459102630615,586636.057033,4208052.8851,2.630484
467,4.672556161880493,586636.041821,4208052.892674,2.630606
468,4.680844068527222,586636.026366,4208052.900375,2.630728
469,4.695535898208618,586636.0107100001,4208052.908139,2.630856
470,4.7037999629974365,586635.9947970001,4208052.916055,2.630985
471,4.711620092391968,586635.978654,4208052.924085,2.631113
472,4.722585916519165,586635.962281,4208052.9322339995,2.6312439999999997
473,4.729323148727417,586635.945684,4208052.9404919995,2.63138
474,4.744818925857544,586635.9289020001,4208052.948797001,2.631504
475,4.752975940704346,586635.9118819999,4208052.957258999,2.6316349999999997
476,4.76226806640625,586635.8946359999,4208052.96583,2.631774
477,4.7768330574035645,586635.877228,4208052.974447,2.631904
478,4.785224199295044,586635.85956,4208052.983206,2.632034
479,4.7927210330963135,586635.8416970001,4208052.992069,2.632159
480,4.800657033920288,586635.823623,4208053.001035,2.632287
481,4.8154990673065186,586635.805381,4208053.010033,2.632414
482,4.823533058166504,586635.786916,4208053.0191709995,2.632534
483,4.833801984786987,586635.7682630001,4208053.028398001,2.632659
484,4.839837074279785,586635.749404,4208053.037717,2.6327849999999997
485,4.8489251136779785,586635.730376,4208053.047106,2.63291
486,4.864871025085449,586635.711168,4208053.056553,2.6330430000000002
487,4.872014045715332,586635.691763,4208053.06612,2.633187
488,4.879749059677124,586635.6721760001,4208053.075767,2.633315
489,4.896769046783447,586635.652442,4208053.085451,2.633453
490,4.904734134674072,586635.632526,4208053.095243,2.6335830000000002
491,4.912750959396362,586635.61243,4208053.105114,2.633723
492,4.920740127563477,586635.592183,4208053.1150589995,2.633845
493,4.936382055282593,586635.571796,4208053.125035,2.633986
494,4.943741083145142,586635.551239,4208053.135117,2.6341259999999997
495,4.9526519775390625,586635.530513,4208053.1452790005,2.63428
496,4.960934162139893,586635.5094140001,4208053.155505001,2.6344990000000004
497,4.9692909717559814,586635.488197,4208053.165791,2.6346540000000003
498,4.984033107757568,586635.466746,4208053.176165001,2.63478
499,4.992090225219727,586635.445233,4208053.18661,2.63492
500,4.999799013137817,586635.423592,4208053.197117,2.635063
501,5.016857147216797,586635.401789,4208053.207687,2.635221
502,5.025402069091797,586635.37977,4208053.218292,2.635366
503,5.033462047576904,586635.357694,4208053.2289889995,2.635514
504,5.042227029800415,586635.335507,4208053.239742,2.635655
505,5.056113004684448,586635.313065,4208053.250548,2.6358040000000003
506,5.063669919967651,586635.2905819999,4208053.2614360005,2.635941
507,5.073575973510742,586635.267959,4208053.272388,2.636083
