Time from start of file (ns),Time from start of region (ns),Time (),Seconds from midnight Sunday (),Hunter heading (deg),Number of targets (),Target 1 range forward (m),Target 1 range lateral (m),Target 1 range horizontal (m),Target 1 angle to target (deg),Target 1 range velocity forward (m/s),Target 1 range velocity lateral (m/s),Target 1 time to collision forward (),Target 1 time to collision lateral (),Target 1 time gap forward (),Target 2 range forward (m),Target 2 range lateral (m),Target 2 range horizontal (m),Target 2 angle to target (deg),Target 2 range velocity forward (m/s),Target 2 range velocity lateral (m/s),Target 2 time to collision forward (),Target 2 time to collision lateral (),Target 2 time gap forward (),Hunter distance along line 1 (m),Hunter line number to left of A (),Hunter distance lateral from A to line on left of A (m),Hunter velocity lateral of A to line on left of A (m/s),Hunter acceleration lateral of A to line on left of A (m/s²),Hunter line number to right of A (),Hunter distance lateral from A to line on right of A (m),Hunter velocity lateral of A to line on right of A (m/s),Hunter acceleration lateral of A to line on right of A (m/s²),Hunter distance lateral from A to line 1 (m),Hunter distance lateral from A to line 2 (m),Hunter distance lateral from A to line 3 (m),Hunter distance lateral from A to line 4 (m),Hunter distance lateral from A to line 5 (m),Hunter distance lateral from A to line 6 (m),Hunter distance lateral from A to line 7 (m),Hunter distance lateral from A to line 8 (m)
6950000000,6500000000,1.26057253095E+18,0.000169331,294,1,36.901,24.271,44.1674681411557,33.3342334501438,0.03,-0.05,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
6960000000,6510000000,1.26057253096E+18,0.000169331,294,1,36.9,24.271,44.1666326653957,33.334946325348,-0.03,0.05,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
6970000000,6520000000,1.26057253097E+18,0.000169331,294,1,36.9,24.271,44.1666326653957,33.334946325348,0.01,-0.01,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
6980000000,6530000000,1.26057253098E+18,0.000169331,294,1,36.901,24.271,44.1674681411557,33.3342334501438,0.01,-0.01,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
6990000000,6540000000,1.26057253099E+18,0.000169331,294,1,36.9,24.271,44.1666326653957,33.334946325348,0.02,-0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7000000000,6550000000,1.260572531E+18,0.000169331,294,1,36.9,24.271,44.1666326653957,33.334946325348,0,0,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7010000000,6560000000,1.26057253101E+18,0.000169331,294,1,36.901,24.271,44.1674681411557,33.3342334501438,0.04,-0.06,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7020000000,6570000000,1.26057253102E+18,0.000169331,294,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7030000000,6580000000,1.26057253103E+18,0.000169331,294,1,36.901,24.271,44.1674681411557,33.3342334501438,0,0,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7040000000,6590000000,1.26057253104E+18,0.000169331,294,1,36.901,24.271,44.1674681411557,33.3342334501438,0.01,-0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7050000000,6600000000,1.26057253105E+18,0.000169331,294,1,36.901,24.271,44.1674681411557,33.3342334501438,-0.01,0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7060000000,6610000000,1.26057253106E+18,0.000169331,294,1,36.901,24.271,44.1674681411557,33.3342334501438,0.01,-0.01,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7070000000,6620000000,1.26057253107E+18,0.000169331,294,1,36.901,24.271,44.1674681411557,33.3342334501438,0.01,-0.01,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7080000000,6630000000,1.26057253108E+18,0.000169331,294,1,36.901,24.271,44.1674681411557,33.3342334501438,-0.01,0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7090000000,6640000000,1.26057253109E+18,0.000169331,294,1,36.901,24.271,44.1674681411557,33.3342334501438,0.01,-0.01,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7100000000,6650000000,1.2605725311E+18,0.000169331,294,1,36.901,24.271,44.1674681411557,33.3342334501438,-0.02,0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7110000000,6660000000,1.26057253111E+18,0.000169331,294,1,36.901,24.27,44.1669186269543,33.3331496201576,0.04,-0.06,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7120000000,6670000000,1.26057253112E+18,0.000169331,294,1,36.901,24.27,44.1669186269543,33.3331496201576,0,0,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7130000000,6680000000,1.26057253113E+18,0.000169331,294,1,36.901,24.27,44.1669186269543,33.3331496201576,0.03,-0.05,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7140000000,6690000000,1.26057253114E+18,0.000169331,294,1,36.901,24.27,44.1669186269543,33.3331496201576,-0.04,0.06,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7150000000,6700000000,1.26057253115E+18,0.000169331,294,1,36.901,24.27,44.1669186269543,33.3331496201576,0.02,-0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7160000000,6710000000,1.26057253116E+18,0.000169331,294,1,36.901,24.27,44.1669186269543,33.3331496201576,-0.01,0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7170000000,6720000000,1.26057253117E+18,0.000169331,294,1,36.901,24.27,44.1669186269543,33.3331496201576,0.02,-0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7180000000,6730000000,1.26057253118E+18,0.000169331,294,1,36.901,24.27,44.1669186269543,33.3331496201576,0.02,-0.04,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7190000000,6740000000,1.26057253119E+18,0.000169331,294,1,36.901,24.27,44.1669186269543,33.3331496201576,-0.02,0.04,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7200000000,6750000000,1.2605725312E+18,0.000169331,294,1,36.901,24.27,44.1669186269543,33.3331496201576,0,0,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7210000000,6760000000,1.26057253121E+18,0.000169331,294,1,36.901,24.27,44.1669186269543,33.3331496201576,0.01,-0.01,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7220000000,6770000000,1.26057253122E+18,0.000169331,294,1,36.902,24.269,44.1672046319438,33.3313529382346,0.04,-0.06,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7230000000,6780000000,1.26057253123E+18,0.000169331,294,1,36.901,24.27,44.1669186269543,33.3331496201576,-0.03,0.05,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7240000000,6790000000,1.26057253124E+18,0.000169331,294,1,36.901,24.27,44.1669186269543,33.3331496201576,-0.01,0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7250000000,6800000000,1.26057253125E+18,0.000169331,294,1,36.902,24.269,44.1672046319438,33.3313529382346,0.05,-0.07,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7260000000,6810000000,1.26057253126E+18,0.000169331,294,1,36.901,24.27,44.1669186269543,33.3331496201576,-0.03,0.05,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7270000000,6820000000,1.26057253127E+18,0.000169331,294,1,36.902,24.269,44.1672046319438,33.3313529382346,0.05,-0.08,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7280000000,6830000000,1.26057253128E+18,0.000169331,294,1,36.902,24.27,44.1677541199459,33.3324367835558,-0.02,0.04,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7290000000,6840000000,1.26057253129E+18,0.000169331,294,1,36.902,24.27,44.1677541199459,33.3324367835558,0,0,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7300000000,6850000000,1.2605725313E+18,0.000169331,294,1,36.902,24.269,44.1672046319438,33.3313529382346,0.02,-0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7310000000,6860000000,1.26057253131E+18,0.000169331,294,1,36.902,24.27,44.1677541199459,33.3324367835558,-0.03,0.05,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7320000000,6870000000,1.26057253132E+18,0.000169331,294,1,36.902,24.269,44.1672046319438,33.3313529382346,0.03,-0.05,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7330000000,6880000000,1.26057253133E+18,0.000169331,294.01,1,36.902,24.269,44.1672046319438,33.3313529382346,0.03,-0.04,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7340000000,6890000000,1.26057253134E+18,0.000169331,294.01,1,36.902,24.269,44.1672046319438,33.3313529382346,0.02,-0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7350000000,6900000000,1.26057253135E+18,0.000169331,294.01,1,36.902,24.269,44.1672046319438,33.3313529382346,-0.01,0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7360000000,6910000000,1.26057253136E+18,0.000169331,294.01,1,36.902,24.269,44.1672046319438,33.3313529382346,-0.01,0.01,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7370000000,6920000000,1.26057253137E+18,0.000169331,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.04,-0.06,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7380000000,6930000000,1.26057253138E+18,0.000169331,294.01,1,36.902,24.269,44.1672046319438,33.3313529382346,-0.02,0.04,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7390000000,6940000000,1.26057253139E+18,0.000169331,294.01,1,36.902,24.269,44.1672046319438,33.3313529382346,0,0,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7400000000,6950000000,1.2605725314E+18,0.000169331,294.01,1,36.902,24.269,44.1672046319438,33.3313529382346,0,0.01,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7410000000,6960000000,1.26057253141E+18,0.000169331,294.01,1,36.902,24.269,44.1672046319438,33.3313529382346,-0.02,0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7420000000,6970000000,1.26057253142E+18,0.000169331,294.01,1,36.902,24.269,44.1672046319438,33.3313529382346,0.02,-0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7430000000,6980000000,1.26057253143E+18,0.000169331,294.01,1,36.903,24.269,44.1680401421661,33.3306401402356,0.02,-0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7440000000,6990000000,1.26057253144E+18,0.000169331,294.01,1,36.902,24.269,44.1672046319438,33.3313529382346,-0.02,0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7450000000,7000000000,1.26057253145E+18,0.000169331,294.01,1,36.903,24.269,44.1680401421661,33.3306401402356,0.02,-0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7460000000,7010000000,1.26057253146E+18,0.000169331,294.01,1,36.903,24.269,44.1680401421661,33.3306401402356,0,0,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7470000000,7020000000,1.26057253147E+18,0.000169331,294.01,1,36.903,24.269,44.1680401421661,33.3306401402356,0.01,-0.01,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7480000000,7030000000,1.26057253148E+18,0.000169331,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.02,-0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7490000000,7040000000,1.26057253149E+18,0.000169331,294.01,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7500000000,7050000000,1.2605725315E+18,0.000169332,294.01,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7510000000,7060000000,1.26057253151E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.04,0.06,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7520000000,7070000000,1.26057253152E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.01,-0.01,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7530000000,7080000000,1.26057253153E+18,0.000169332,294.01,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7540000000,7090000000,1.26057253154E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.02,0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7550000000,7100000000,1.26057253155E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0,0,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7560000000,7110000000,1.26057253156E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.05,-0.07,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7570000000,7120000000,1.26057253157E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.01,-0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7580000000,7130000000,1.26057253158E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.06,0.09,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7590000000,7140000000,1.26057253159E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.02,-0.04,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7600000000,7150000000,1.2605725316E+18,0.000169332,294.01,1,36.903,24.269,44.1680401421661,33.3306401402356,-0.02,0.04,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7610000000,7160000000,1.26057253161E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.03,-0.05,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7620000000,7170000000,1.26057253162E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.01,0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7630000000,7180000000,1.26057253163E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0,0,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7640000000,7190000000,1.26057253164E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.05,-0.07,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7650000000,7200000000,1.26057253165E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.02,-0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7660000000,7210000000,1.26057253166E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.03,0.05,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7670000000,7220000000,1.26057253167E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.01,-0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7680000000,7230000000,1.26057253168E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.01,0.01,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7690000000,7240000000,1.26057253169E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.01,0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7700000000,7250000000,1.2605725317E+18,0.000169332,294.01,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7710000000,7260000000,1.26057253171E+18,0.000169332,294.01,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7720000000,7270000000,1.26057253172E+18,0.000169332,294.01,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7730000000,7280000000,1.26057253173E+18,0.000169332,294.01,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7740000000,7290000000,1.26057253174E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.02,0.04,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7750000000,7300000000,1.26057253175E+18,0.000169332,294.01,1,36.903,24.269,44.1680401421661,33.3306401402356,-0.04,0.06,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7760000000,7310000000,1.26057253176E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.07,-0.11,,220.618181818182,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7770000000,7320000000,1.26057253177E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.01,0.01,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7780000000,7330000000,1.26057253178E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.03,0.04,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7790000000,7340000000,1.26057253179E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.02,-0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7800000000,7350000000,1.2605725318E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.01,0.01,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7810000000,7360000000,1.26057253181E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.01,-0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7820000000,7370000000,1.26057253182E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.02,0.04,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7830000000,7380000000,1.26057253183E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0,0,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7840000000,7390000000,1.26057253184E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.01,-0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7850000000,7400000000,1.26057253185E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.05,-0.08,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7860000000,7410000000,1.26057253186E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.02,0.04,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7870000000,7420000000,1.26057253187E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.02,-0.04,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7880000000,7430000000,1.26057253188E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.03,0.05,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7890000000,7440000000,1.26057253189E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.02,-0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7900000000,7450000000,1.2605725319E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.02,0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7910000000,7460000000,1.26057253191E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.02,-0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7920000000,7470000000,1.26057253192E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.01,0.01,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7930000000,7480000000,1.26057253193E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.04,-0.06,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7940000000,7490000000,1.26057253194E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.02,0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7950000000,7500000000,1.26057253195E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.02,-0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7960000000,7510000000,1.26057253196E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.03,0.05,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7970000000,7520000000,1.26057253197E+18,0.000169332,294.01,1,36.902,24.269,44.1672046319438,33.3313529382346,-0.02,0.04,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7980000000,7530000000,1.26057253198E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.07,-0.1,,242.68,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
7990000000,7540000000,1.26057253199E+18,0.000169332,294.01,1,36.902,24.269,44.1672046319438,33.3313529382346,-0.08,0.12,,-202.241666666667,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8000000000,7550000000,1.260572532E+18,0.000169332,294.01,1,36.902,24.269,44.1672046319438,33.3313529382346,0.02,-0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8010000000,7560000000,1.26057253201E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.05,-0.07,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8020000000,7570000000,1.26057253202E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.01,0.01,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8030000000,7580000000,1.26057253203E+18,0.000169332,294.01,1,36.902,24.269,44.1672046319438,33.3313529382346,-0.03,0.05,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8040000000,7590000000,1.26057253204E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.08,-0.12,,202.233333333333,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8050000000,7600000000,1.26057253205E+18,0.000169332,294.01,1,36.902,24.268,44.1666551597469,33.3302690659451,-0.05,0.07,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8060000000,7610000000,1.26057253206E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.03,-0.05,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8070000000,7620000000,1.26057253207E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.02,-0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8080000000,7630000000,1.26057253208E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.01,0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8090000000,7640000000,1.26057253209E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0,0,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8100000000,7650000000,1.2605725321E+18,0.000169332,294.01,1,36.902,24.269,44.1672046319438,33.3313529382346,-0.03,0.05,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8110000000,7660000000,1.26057253211E+18,0.000169332,294.01,1,36.903,24.269,44.1680401421661,33.3306401402356,0.03,-0.04,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8120000000,7670000000,1.26057253212E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.01,-0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8130000000,7680000000,1.26057253213E+18,0.000169332,294.01,1,36.902,24.269,44.1672046319438,33.3313529382346,-0.01,0.02,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8140000000,7690000000,1.26057253214E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.02,-0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8150000000,7700000000,1.26057253215E+18,0.000169332,294.01,1,36.902,24.269,44.1672046319438,33.3313529382346,-0.02,0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8160000000,7710000000,1.26057253216E+18,0.000169332,294.01,1,36.903,24.269,44.1680401421661,33.3306401402356,0.02,-0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8170000000,7720000000,1.26057253217E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.03,-0.05,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8180000000,7730000000,1.26057253218E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.02,0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8190000000,7740000000,1.26057253219E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,0.04,-0.06,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
8200000000,7750000000,1.2605725322E+18,0.000169332,294.01,1,36.903,24.268,44.1674906803635,33.3295562795821,-0.02,0.03,,,,0,0,0,0,0,0,0,0,0,-3560.196,,,,,,,,,,,,,,,,
