[Tag 0 SN Range]Time from start of file (s),[Tag 0 SN Range]Time from start of region (s),[Tag 0 SN Range]Time (GPS s),[Tag 0 SN Range]Seconds from midnight Sunday (),[Tag 0 SN Range]Hunter heading (deg),[Tag 0 SN Range]Number of targets (),[Tag 0 SN Range]Target 1 range forward (m),[Tag 0 SN Range]Target 1 range lateral (m),[Tag 0 SN Range]Target 1 range horizontal (m),[Tag 0 SN Range]Target 1 angle to target (deg),[Tag 0 SN Range]Target 1 range velocity forward (m/s),[Tag 0 SN Range]Target 1 range velocity lateral (m/s),[Tag 0 SN Range]Target 1 time to collision forward (),[Tag 0 SN Range]Target 1 time to collision lateral (),[Tag 0 SN Range]Target 1 time gap forward (),[Tag 1 SN Target1 ]Time from start of file (s),[Tag 1 SN Target1 ]Time from start of region (s),[Tag 1 SN Target1 ]Time (),[Tag 1 SN Target1 ]Seconds from midnight Sunday (),[Tag 1 SN Target1 ]Time from initialisation (s),[Tag 1 SN Target1 ]Latitude (deg),[Tag 1 SN Target1 ]Longitude (deg),[Tag 1 SN Target1 ]Altitude (m),[Tag 1 SN Target1 ]Distance horizontal (m),[Tag 1 SN Target1 ]Velocity forward (m/s),[Tag 1 SN Target1 ]Velocity lateral (m/s),[Tag 1 SN Target1 ]Velocity down (m/s),[Tag 1 SN Target1 ]Speed horizontal (m/s),[Tag 1 SN Target1 ]Number of GPS satellites used (),[Tag 1 SN Target1 ]GPS position mode (),[Tag 1 SN Target1 ]GPS velocity mode (),[Tag 1 SN Target1 ]GPS dual antenna attitude mode (),[Tag 1 SN Target1 ]Heading (deg),[Tag 1 SN Target1 ]Pitch (deg),[Tag 1 SN Target1 ]Roll (deg),[Tag 1 SN Target1 ]Slip angle (deg),[Tag 1 SN Target1 ]Angular rate forward (deg/s),[Tag 1 SN Target1 ]Angular rate lateral (deg/s),[Tag 1 SN Target1 ]Angular rate down (deg/s),[Tag 1 SN Target1 ]Angular rate Xv (deg/s),[Tag 1 SN Target1 ]Angular rate Yv (deg/s),[Tag 1 SN Target1 ]Angular rate Zv (deg/s),[Tag 1 SN Target1 ]Acceleration forward (m/s²),[Tag 1 SN Target1 ]Acceleration lateral (m/s²),[Tag 1 SN Target1 ]Acceleration down (m/s²),[Tag 1 SN Target1 ]Acceleration Xv (m/s²),[Tag 1 SN Target1 ]Acceleration Yv (m/s²),[Tag 1 SN Target1 ]Acceleration Zv (m/s²),[Tag 2 SN40075 Hunter Real-Time]Time from start of file (s),[Tag 2 SN40075 Hunter Real-Time]Time from start of region (s),[Tag 2 SN40075 Hunter Real-Time]Time (),[Tag 2 SN40075 Hunter Real-Time]Seconds from midnight Sunday (),[Tag 2 SN40075 Hunter Real-Time]Time from initialisation (s),[Tag 2 SN40075 Hunter Real-Time]Latitude (deg),[Tag 2 SN40075 Hunter Real-Time]Longitude (deg),[Tag 2 SN40075 Hunter Real-Time]Altitude (m),[Tag 2 SN40075 Hunter Real-Time]Distance horizontal (m),[Tag 2 SN40075 Hunter Real-Time]Velocity forward (m/s),[Tag 2 SN40075 Hunter Real-Time]Velocity lateral (m/s),[Tag 2 SN40075 Hunter Real-Time]Velocity down (m/s),[Tag 2 SN40075 Hunter Real-Time]Speed horizontal (m/s),[Tag 2 SN40075 Hunter Real-Time]Number of GPS satellites used (),[Tag 2 SN40075 Hunter Real-Time]GPS position mode (),[Tag 2 SN40075 Hunter Real-Time]GPS velocity mode (),[Tag 2 SN40075 Hunter Real-Time]GPS dual antenna attitude mode (),[Tag 2 SN40075 Hunter Real-Time]Heading (deg),[Tag 2 SN40075 Hunter Real-Time]Pitch (deg),[Tag 2 SN40075 Hunter Real-Time]Roll (deg),[Tag 2 SN40075 Hunter Real-Time]Slip angle (deg),[Tag 2 SN40075 Hunter Real-Time]Angular rate forward (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate lateral (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate down (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate Xv (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate Yv (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate Zv (deg/s),[Tag 2 SN40075 Hunter Real-Time]Acceleration forward (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration lateral (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration down (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration Xv (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration Yv (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration Zv (m/s²)
20.8,19.81,1260315511,517110.8,70.04,1,-13.74,-5.581,14.83021109,-157.8936836,-6.44,-0.32,-2.133540373,-17.440625,-2.163779528,29.8,29.73,1.26E+18,517110.8,29.72,38.01661079,-122.0125402,0.100000001,8.635390045,-0.003478405,2.65E-05,0,0.003478505,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.8,19.81,1.26E+18,517110.8,19.79,38.01660496,-122.0123704,25.2448082,59.88109986,6.366803423,0.536060474,-0.0715,6.38933069,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.05893006,2.050558653,-0.64904659,4.812734223,-0.800456906,-0.721162471,0.910064596,-0.832507676,-0.731094147,0.872614722,0.763326715,-0.247951876,-9.190877147,1.0917,-0.1442,-9.1599
20.81,19.82,1260315511,517110.81,70.05,1,-13.804,-5.583,14.89027552,-157.979229,-6.46,-0.3,-2.136842105,-18.61,-2.170440252,29.81,29.74,1.26E+18,517110.81,29.73,38.01661079,-122.0125402,0.100000001,8.63542483,0.003478405,-2.65E-05,0,0.003478505,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.81,19.82,1.26E+18,517110.81,19.8,38.01660511,-122.0123697,25.24561882,59.94503545,6.374461071,0.545974043,-0.0755,6.397799747,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.06998815,2.044370709,-0.65420321,4.895448953,-0.516141693,-0.619442785,1.120046291,-0.555769061,-0.631972448,1.093776431,0.756845134,1.124336962,-10.19628905,1.1201,1.2403,-10.1493
20.82,19.83,1260315511,517110.82,70.06,1,-13.869,-5.586,14.95167405,-158.0619639,-6.46,-0.31,-2.146904025,-18.01935484,-2.177237049,29.82,29.75,1.26E+18,517110.82,29.74,38.01661079,-122.0125402,0.100000001,8.635459615,-0.003478405,2.65E-05,0,0.003478505,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.82,19.83,1.26E+18,517110.82,19.81,38.01660527,-122.012369,25.24634552,60.00905078,6.382283648,0.542261598,-0.0653,6.405278464,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.08070246,2.036693074,-0.661193296,4.856390548,-0.64018018,-0.772150389,1.03792628,-0.676663156,-0.783806264,1.00554093,0.771129043,-0.220060213,-8.780595524,1.0827,-0.1191,-8.7496
20.83,19.84,1260315511,517110.83,70.07,1,-13.933,-5.589,15.01217539,-158.1426009,-6.49,-0.28,-2.146841294,-19.96071429,-2.187284144,29.83,29.76,1.26E+18,517110.83,29.75,38.01661079,-122.0125402,0.100000001,8.635502782,-0.005154604,7.58E-06,0,0.00515461,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.83,19.84,1.26E+18,517110.83,19.82,38.01660542,-122.0123682,25.24708176,60.0731412,6.389259847,0.545578715,-0.076,6.412511016,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.09141677,2.03159375,-0.661880845,4.880645622,-0.067467388,-0.512516705,1.071894004,-0.105424234,-0.52482934,1.06283671,0.692989277,0.457223925,-10.86149842,1.0776,0.5823,-10.8241
20.84,19.85,1260315511,517110.84,70.08,1,-13.998,-5.591,15.07326391,-158.2275306,-6.49,-0.29,-2.156856703,-19.27931034,-2.194043887,29.84,29.77,1.26E+18,517110.84,29.76,38.01661079,-122.0125402,0.100000001,8.635536935,0.001676199,1.89E-05,0,0.001676305,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.84,19.85,1.26E+18,517110.84,19.83,38.01660557,-122.0123675,25.24786758,60.13730038,6.396591416,0.543557127,-0.0703,6.419644545,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.10155812,2.025577693,-0.663313239,4.857101014,-0.142285524,-0.608830823,1.018322542,-0.178189874,-0.620513292,1.00554093,0.72119011,-0.090369621,-9.236232868,1.0472,0.0162,-9.2054
20.85,19.86,1260315511,517110.85,70.09,1,-14.063,-5.594,15.13475487,-158.3082568,-6.5,-0.28,-2.163538462,-19.97857143,-2.200782473,29.85,29.78,1.26E+18,517110.85,29.77,38.01661079,-122.0125402,0.100000001,8.63557109,-0.005154604,7.58E-06,0,0.00515461,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.85,19.86,1.26E+18,517110.85,19.84,38.01660573,-122.0123668,25.24855042,60.2015399,6.40536063,0.542246116,-0.0611,6.428271591,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.11187136,2.018243833,-0.661880845,4.838839868,0.195736276,-0.737666665,0.966580439,0.161574098,-0.748855838,0.964287969,0.86712944,0.02124483,-8.870776082,1.179,0.1233,-8.8339
20.86,19.87,1260315511,517110.86,70.1,1,-14.128,-5.597,15.19627563,-158.3883295,-6.5,-0.3,-2.173538462,-18.65666667,-2.2075,29.86,29.79,1.26E+18,517110.86,29.78,38.01661079,-122.0125402,0.100000001,8.635605244,0.001676199,1.89E-05,0,0.001676305,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.86,19.87,1.26E+18,517110.86,19.85,38.01660588,-122.0123661,25.24928284,60.26586166,6.41258757,0.549559516,-0.0755,6.436093148,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.12275756,2.014462312,-0.659016056,4.898286664,0.282622972,-0.38060087,1.075204551,0.244652979,-0.393049047,1.080025444,0.712292804,0.853363778,-11.23834024,1.1069,0.9822,-11.1958
20.87,19.88,1260315511,517110.87,70.11,1,-14.193,-5.598,15.25709189,-158.4747429,-6.5,-0.3,-2.183538462,-18.66,-2.214196568,29.87,29.8,1.26E+18,517110.87,29.79,38.01661079,-122.0125402,0.100000001,8.6356394,-0.005154604,7.58E-06,0,0.00515461,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.87,19.88,1.26E+18,517110.87,19.86,38.01660603,-122.0123654,25.25011635,60.33025134,6.418464458,0.54483738,-0.0743,6.441547467,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.13232596,2.01068079,-0.65787014,4.851974499,0.11657442,-0.382096156,0.952629479,0.08307888,-0.393049047,0.951682898,0.581321802,-0.359966262,-9.680159488,0.9206,-0.2491,-9.6573
20.88,19.89,1260315511,517110.88,70.12,1,-14.258,-5.601,15.31867374,-158.553507,-6.52,-0.28,-2.186809816,-20.00357143,-2.224336973,29.88,29.81,1.26E+18,517110.88,29.8,38.01661079,-122.0125402,0.100000001,8.635665173,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.88,19.89,1.26E+18,517110.88,19.87,38.01660619,-122.0123647,25.25089073,60.39469791,6.424516521,0.547214573,-0.0704,6.447779177,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.1426392,2.006097128,-0.654317802,4.868474084,0.405744683,-0.461588541,0.961165034,0.371849609,-0.472690181,0.969444589,0.594911392,0.385951075,-9.402807152,0.9237,0.493,-9.3712
20.89,19.9,1260315511,517110.89,70.13,1,-14.323,-5.604,15.3802843,-158.6316402,-6.51,-0.3,-2.20015361,-18.68,-2.230996885,29.89,29.82,1.26E+18,517110.89,29.81,38.01661079,-122.0125402,0.100000001,8.635690945,0.005154604,-7.58E-06,0,0.00515461,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.89,19.9,1.26E+18,517110.89,19.88,38.01660634,-122.012364,25.25174141,60.45919689,6.428758047,0.551108398,-0.0848,6.452336824,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.15255137,2.004607438,-0.652427041,4.899729417,0.192574138,-0.150915041,0.981134066,0.158136351,-0.162147056,0.985487408,0.417258249,0.506582622,-11.24067042,0.8102,0.6343,-11.2127
20.9,19.91,1260315511,517110.9,70.14,1,-14.389,-5.606,15.44249193,-158.7139541,-6.52,-0.31,-2.20690184,-18.08387097,-2.241277259,29.9,29.83,1.26E+18,517110.9,29.82,38.01661079,-122.0125402,0.100000001,8.635750874,0.006830803,1.13E-05,0,0.006830813,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.9,19.91,1.26E+18,517110.9,19.89,38.01660649,-122.0123633,25.2524662,60.52374732,6.434055504,0.549195175,-0.0748,6.457451941,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.16171869,2.000825916,-0.647327717,4.87880111,0.510128662,-0.385010409,0.899294757,0.478419759,-0.395340879,0.91214881,0.526776321,-0.095891151,-8.802935704,0.8338,0.0033,-8.7797
20.91,19.92,1260315511,517110.91,70.15,1,-14.454,-5.609,15.50416064,-158.7908253,-6.53,-0.31,-2.213476263,-18.09354839,-2.247900467,29.91,29.84,1.26E+18,517110.91,29.83,38.01661079,-122.0125402,0.100000001,8.635793409,-0.001676199,-1.89E-05,0,0.001676305,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.91,19.92,1.26E+18,517110.91,19.9,38.01660665,-122.0123626,25.25323677,60.5883523,6.440193505,0.549085045,-0.0749,6.463558367,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.17077142,1.997158986,-0.64457752,4.873200939,0.328408519,-0.37133081,0.852168362,0.298511011,-0.381016934,0.858863735,0.599929578,0.131464289,-9.808763729,0.9414,0.2415,-9.7798
20.92,19.93,1260315511,517110.92,70.16,1,-14.519,-5.612,15.56585703,-158.8670873,-6.52,-0.33,-2.226840491,-17.00606061,-2.258009331,29.92,29.85,1.26E+18,517110.92,29.84,38.01661079,-122.0125402,0.100000001,8.635835945,0.006830803,1.13E-05,0,0.006830813,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.92,19.93,1.26E+18,517110.92,19.91,38.0166068,-122.0123619,25.25396919,60.6530171,6.445766753,0.552629307,-0.0731,6.469413279,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.17953768,1.993090986,-0.642686759,4.900283828,0.18888298,-0.405657476,0.864297864,0.158709309,-0.415394401,0.865739228,0.554198484,0.462781717,-9.613184267,0.8882,0.5703,-9.5823
20.93,19.94,1260315511,517110.93,70.17,1,-14.584,-5.614,15.62722151,-158.9461685,-6.53,-0.33,-2.23338438,-17.01212121,-2.264596273,29.93,29.86,1.26E+18,517110.93,29.85,38.01661079,-122.0125402,0.100000001,8.635878479,0.001676199,1.89E-05,0,0.001676305,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.93,19.94,1.26E+18,517110.93,19.92,38.01660695,-122.0123612,25.25468063,60.71774227,6.451964994,0.556741922,-0.0702,6.475941156,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.18899148,1.988163549,-0.638274984,4.931852689,0.438203206,-0.496568692,0.930598702,0.405654119,-0.507067649,0.939650784,0.605702514,0.509480211,-9.510903053,0.9353,0.6151,-9.4779
20.94,19.95,1260315511,517110.94,70.18,1,-14.65,-5.617,15.68990723,-159.0225285,-6.53,-0.34,-2.243491577,-16.52058824,-2.271317829,29.94,29.87,1.26E+18,517110.94,29.86,38.01661079,-122.0125402,0.100000001,8.635912635,0.005154604,-7.58E-06,0,0.00515461,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.94,19.95,1.26E+18,517110.94,19.93,38.01660711,-122.0123605,25.25536919,60.78253026,6.45737041,0.557125447,-0.0665,6.481359532,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.19878906,1.982433971,-0.637415547,4.931122466,0.139510681,-0.575741764,0.933251892,0.107143108,-0.586135824,0.931056417,0.539056192,0.194326331,-9.434438482,0.8651,0.299,-9.4074
20.95,19.96,1260315511,517110.95,70.19,1,-14.715,-5.621,15.75204323,-159.0935848,-6.54,-0.32,-2.25,-17.565625,-2.281395349,29.95,29.88,1.26E+18,517110.95,29.87,38.01661079,-122.0125402,0.100000001,8.635938408,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.95,19.96,1.26E+18,517110.95,19.94,38.01660726,-122.0123597,25.25606537,60.84736912,6.462338989,0.558465909,-0.0678,6.486425008,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.20812827,1.976647097,-0.636957181,4.939146631,0.044207068,-0.584394056,0.93205679,0.012032114,-0.594730191,0.926472755,0.481723559,0.233486107,-9.920025622,0.8236,0.3435,-9.8943
20.96,19.97,1260315511,517110.96,70.2,1,-14.781,-5.622,15.81407111,-159.1755299,-6.55,-0.32,-2.256641221,-17.56875,-2.288080495,29.96,29.89,1.26E+18,517110.96,29.88,38.01661079,-122.0125402,0.100000001,8.6359558,0.003478405,-2.65E-05,0,0.003478505,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.96,19.97,1.26E+18,517110.96,19.95,38.01660741,-122.012359,25.25670242,60.91225383,6.466833632,0.554121672,-0.0679,6.490530645,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.21643616,1.970000787,-0.636613406,4.897523773,0.037129409,-0.666906885,0.829442353,0.008594367,-0.676090198,0.822767394,0.448743057,-0.33817585,-9.818476532,0.786,-0.2293,-9.8004
20.97,19.98,1260315511,517110.97,70.21,1,-14.846,-5.626,15.87625875,-159.2454314,-6.56,-0.32,-2.263109756,-17.58125,-2.298142415,29.97,29.9,1.26E+18,517110.97,29.89,38.01661079,-122.0125402,0.100000001,8.635973192,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.97,19.98,1.26E+18,517110.97,19.96,38.01660757,-122.0123583,25.2573719,60.97717378,6.469875488,0.556685779,-0.0647,6.493780708,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.22571808,1.962036674,-0.636842589,4.917773406,0.027494553,-0.796918516,0.886261928,-0.002864789,-0.806724576,0.877771342,0.291371989,0.402717373,-9.472089232,0.6155,0.5078,-9.4515
20.98,19.99,1260315511,517110.98,70.22,1,-14.912,-5.629,15.9390522,-159.31942,-6.55,-0.34,-2.276641221,-16.55588235,-2.304791345,29.98,29.91,1.26E+18,517110.98,29.9,38.01661079,-122.0125402,0.100000001,8.636007347,-0.006830803,-1.13E-05,0,0.006830813,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.98,19.99,1.26E+18,517110.98,19.97,38.01660772,-122.0123576,25.25807571,61.04212824,6.472992973,0.555842549,-0.0674,6.496814525,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.23436974,1.95407256,-0.63615504,4.9080074,0.06730673,-0.802893753,0.863746834,0.037815214,-0.812454153,0.856571904,0.301691503,0.01107072,-10.07038595,0.6449,0.1227,-10.0535
20.99,20,1260315511,517110.99,70.23,1,-14.977,-5.631,16.00058405,-159.3949192,-6.56,-0.33,-2.283079268,-17.06363636,-2.314837713,29.99,29.92,1.26E+18,517110.99,29.91,38.01661079,-122.0125402,0.100000001,8.636049883,0.001676199,1.89E-05,0,0.001676305,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.99,20,1.26E+18,517110.99,19.98,38.01660787,-122.0123569,25.25865173,61.10711779,6.477207132,0.556939405,-0.0645,6.501107116,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.24342247,1.944790644,-0.635524786,4.91446122,0.064925535,-0.929144206,0.899052197,0.034377468,-0.939077826,0.890376414,0.415983168,0.214573755,-9.507657162,0.7384,0.3198,-9.4851
21,20.01,1260315511,517111,70.23,1,-15.043,-5.634,16.06343067,-159.4677504,-6.56,-0.32,-2.293140244,-17.60625,-2.32503864,30,29.93,1.26E+18,517111,29.92,38.01661079,-122.0125402,0.100000001,8.636058264,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21,20.01,1.26E+18,517111,19.99,38.01660803,-122.0123562,25.2592926,61.17214658,6.480495876,0.560205081,-0.062,6.504664213,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.25379301,1.934763883,-0.635238307,4.940639206,0.073813294,-1.009996755,0.997114631,0.040107046,-1.021010791,0.987779239,0.316360976,0.481498096,-9.552851171,0.6387,0.5872,-9.5308
21.01,20.02,1260315511,517111.01,70.24,1,-15.109,-5.638,16.12665263,-159.5366852,-6.57,-0.32,-2.299695586,-17.61875,-2.331635802,30.01,29.94,1.26E+18,517111.01,29.93,38.01661079,-122.0125402,0.100000001,8.636058264,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21.01,20.02,1.26E+18,517111.01,20,38.01660818,-122.0123555,25.25979233,61.23719874,6.481697293,0.559247711,-0.0511,6.5057788,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.26387706,1.922617177,-0.634779941,4.931327813,0.04688041,-1.217937577,1.003764149,0.013178029,-1.228994471,0.991216986,0.114142195,0.019899494,-8.701181696,0.406,0.1162,-8.6917
21.02,20.03,1260315511,517111.02,70.25,1,-15.174,-5.639,16.18791515,-159.6138006,-6.58,-0.3,-2.306079027,-18.79666667,-2.341666667,30.02,29.95,1.26E+18,517111.02,29.94,38.01661079,-122.0125402,0.100000001,8.636066646,0.001676199,1.89E-05,0,0.001676305,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21.02,20.03,1.26E+18,517111.02,20.01,38.01660833,-122.0123547,25.26021576,61.30223827,6.478749948,0.551026859,-0.038,6.502140531,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.27247143,1.907834866,-0.632602702,4.861387715,0.217499885,-1.480319376,0.850155482,0.189076072,-1.489690267,0.840529085,-0.299230039,-0.73077733,-8.493495916,-0.0163,-0.6369,-8.5063
21.03,20.04,1260315511,517111.03,70.26,1,-15.24,-5.642,16.25083887,-159.6849451,-6.58,-0.29,-2.316109422,-19.45517241,-2.351851852,30.03,29.96,1.26E+18,517111.03,29.95,38.01661079,-122.0125402,0.100000001,8.636100801,0.005154604,-7.58E-06,0,0.00515461,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21.03,20.04,1.26E+18,517111.03,20.02,38.01660849,-122.012354,25.26049423,61.36723264,6.472693578,0.554898154,-0.0239,6.496435493,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.28261278,1.889614808,-0.628591997,4.899934696,0.450866958,-1.821504051,0.981457183,0.41825919,-1.832319029,0.975747125,-0.624021575,0.540601721,-8.381817666,-0.3473,0.6327,-8.3914
21.04,20.05,1260315511,517111.04,70.27,1,-15.306,-5.646,16.3141335,-159.7522456,-6.56,-0.33,-2.333231707,-17.10909091,-2.362037037,30.04,29.97,1.26E+18,517111.04,29.96,38.01661079,-122.0125402,0.100000001,8.636143966,0.003478405,-2.65E-05,0,0.003478505,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21.04,20.05,1.26E+18,517111.04,20.03,38.01660864,-122.0123533,25.26066208,61.43214624,6.462964903,0.553306342,-0.0138,6.486606451,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.29281143,1.868587257,-0.622117574,4.893265722,0.647065708,-2.109019128,0.99704517,0.614210756,-2.119943842,0.994654732,-0.982274516,-0.040084163,-8.794131878,-0.695,0.0557,-8.8214
21.05,20.06,1260315511,517111.05,70.28,1,-15.372,-5.647,16.37641576,-159.8288774,-6.57,-0.3,-2.339726027,-18.82333333,-2.375888717,30.05,29.98,1.26E+18,517111.05,29.97,38.01661079,-122.0125402,0.100000001,8.63616974,-0.001676199,-1.89E-05,0,0.001676305,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21.05,20.06,1.26E+18,517111.05,20.04,38.01660879,-122.0123526,25.26080322,61.49695821,6.45175649,0.55752783,-0.0184,6.475801038,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.30421329,1.847559706,-0.612033517,4.938938994,1.007942718,-2.105609008,1.106757304,0.971736421,-2.117652011,1.116121785,-1.128792403,0.548564901,-10.26368992,-0.7973,0.6585,-10.2883
21.06,20.07,1260315511,517111.06,70.29,1,-15.437,-5.65,16.43847526,-159.8971844,-6.56,-0.29,-2.35320122,-19.48275862,-2.389628483,30.06,29.99,1.26E+18,517111.06,29.98,38.01661079,-122.0125402,0.100000001,8.636186503,-0.001676199,-1.89E-05,0,0.001676305,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21.06,20.07,1.26E+18,517111.06,20.05,38.01660894,-122.0123519,25.26100159,61.5616822,6.44540583,0.552093716,-0.016,6.469007944,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.3149849,1.825214352,-0.598855487,4.895830522,1.362218549,-2.235653624,1.013020718,1.329262085,-2.246567515,1.032469947,-0.642552408,-0.382649145,-9.55480541,-0.3379,-0.2826,-9.5739
21.07,20.08,1260315511,517111.07,70.3,1,-15.503,-5.653,16.50149745,-159.9661669,-6.56,-0.26,-2.363262195,-21.74230769,-2.403565891,30.07,30,1.26E+18,517111.07,29.99,38.01661079,-122.0125402,0.100000001,8.636220658,-0.005154604,7.58E-06,0,0.00515461,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21.07,20.08,1.26E+18,517111.07,20.06,38.01660909,-122.0123512,25.26113701,61.62636293,6.44266065,0.558737576,-0.0126,6.466843429,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.32707431,1.802009561,-0.584932613,4.956555656,1.39300952,-2.324859313,1.167165638,1.355618143,-2.337094846,1.186595594,-0.285248064,0.79721267,-9.460940823,0.0124,0.8938,-9.4566
21.08,20.09,1260315511,517111.08,70.31,1,-15.569,-5.654,16.56386057,-160.0411269,-6.55,-0.28,-2.376946565,-20.19285714,-2.41379845,30.08,30.01,1.26E+18,517111.08,30,38.01661079,-122.0125402,0.100000001,8.636263822,-0.003478405,2.65E-05,0,0.003478505,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21.08,20.09,1.26E+18,517111.08,20.07,38.01660924,-122.0123505,25.26107979,61.69100568,6.437690387,0.560285798,0.0024,6.46202582,14,RTK Integer (6),gxInteger (24),RTK Integer (6),70.33962209,1.775309728,-0.569520048,4.974039263,1.536323189,-2.674295937,1.204037252,1.498284634,-2.686599101,1.224410808,-0.510244709,0.301607818,-8.298884528,-0.2529,0.3842,-8.3073
