[Tag 0 SN Range]Time from start of file (s),[Tag 0 SN Range]Time from start of region (s),[Tag 0 SN Range]Time (GPS s),[Tag 0 SN Range]Seconds from midnight Sunday (),[Tag 0 SN Range]Hunter heading (deg),[Tag 0 SN Range]Number of targets (),[Tag 0 SN Range]Target 1 range forward (m),[Tag 0 SN Range]Target 1 range lateral (m),[Tag 0 SN Range]Target 1 range horizontal (m),[Tag 0 SN Range]Target 1 angle to target (deg),[Tag 0 SN Range]Target 1 range velocity forward (m/s),[Tag 0 SN Range]Target 1 range velocity lateral (m/s),[Tag 0 SN Range]Target 1 time to collision forward (),[Tag 0 SN Range]Target 1 time to collision lateral (),[Tag 0 SN Range]Target 1 time gap forward (),[Tag 1 SN Target1 ]Time from start of file (s),[Tag 1 SN Target1 ]Time from start of region (s),[Tag 1 SN Target1 ]Time (),[Tag 1 SN Target1 ]Seconds from midnight Sunday (),[Tag 1 SN Target1 ]Time from initialisation (s),[Tag 1 SN Target1 ]Latitude (deg),[Tag 1 SN Target1 ]Longitude (deg),[Tag 1 SN Target1 ]Altitude (m),[Tag 1 SN Target1 ]Distance horizontal (m),[Tag 1 SN Target1 ]Velocity forward (m/s),[Tag 1 SN Target1 ]Velocity lateral (m/s),[Tag 1 SN Target1 ]Velocity down (m/s),[Tag 1 SN Target1 ]Speed horizontal (m/s),[Tag 1 SN Target1 ]Number of GPS satellites used (),[Tag 1 SN Target1 ]GPS position mode (),[Tag 1 SN Target1 ]GPS velocity mode (),[Tag 1 SN Target1 ]GPS dual antenna attitude mode (),[Tag 1 SN Target1 ]Heading (deg),[Tag 1 SN Target1 ]Pitch (deg),[Tag 1 SN Target1 ]Roll (deg),[Tag 1 SN Target1 ]Slip angle (deg),[Tag 1 SN Target1 ]Angular rate forward (deg/s),[Tag 1 SN Target1 ]Angular rate lateral (deg/s),[Tag 1 SN Target1 ]Angular rate down (deg/s),[Tag 1 SN Target1 ]Angular rate Xv (deg/s),[Tag 1 SN Target1 ]Angular rate Yv (deg/s),[Tag 1 SN Target1 ]Angular rate Zv (deg/s),[Tag 1 SN Target1 ]Acceleration forward (m/s²),[Tag 1 SN Target1 ]Acceleration lateral (m/s²),[Tag 1 SN Target1 ]Acceleration down (m/s²),[Tag 1 SN Target1 ]Acceleration Xv (m/s²),[Tag 1 SN Target1 ]Acceleration Yv (m/s²),[Tag 1 SN Target1 ]Acceleration Zv (m/s²),[Tag 2 SN40075 Hunter Real-Time]Time from start of file (s),[Tag 2 SN40075 Hunter Real-Time]Time from start of region (s),[Tag 2 SN40075 Hunter Real-Time]Time (),[Tag 2 SN40075 Hunter Real-Time]Seconds from midnight Sunday (),[Tag 2 SN40075 Hunter Real-Time]Time from initialisation (s),[Tag 2 SN40075 Hunter Real-Time]Latitude (deg),[Tag 2 SN40075 Hunter Real-Time]Longitude (deg),[Tag 2 SN40075 Hunter Real-Time]Altitude (m),[Tag 2 SN40075 Hunter Real-Time]Distance horizontal (m),[Tag 2 SN40075 Hunter Real-Time]Velocity forward (m/s),[Tag 2 SN40075 Hunter Real-Time]Velocity lateral (m/s),[Tag 2 SN40075 Hunter Real-Time]Velocity down (m/s),[Tag 2 SN40075 Hunter Real-Time]Speed horizontal (m/s),[Tag 2 SN40075 Hunter Real-Time]Number of GPS satellites used (),[Tag 2 SN40075 Hunter Real-Time]GPS position mode (),[Tag 2 SN40075 Hunter Real-Time]GPS velocity mode (),[Tag 2 SN40075 Hunter Real-Time]GPS dual antenna attitude mode (),[Tag 2 SN40075 Hunter Real-Time]Heading (deg),[Tag 2 SN40075 Hunter Real-Time]Pitch (deg),[Tag 2 SN40075 Hunter Real-Time]Roll (deg),[Tag 2 SN40075 Hunter Real-Time]Slip angle (deg),[Tag 2 SN40075 Hunter Real-Time]Angular rate forward (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate lateral (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate down (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate Xv (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate Yv (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate Zv (deg/s),[Tag 2 SN40075 Hunter Real-Time]Acceleration forward (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration lateral (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration down (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration Xv (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration Yv (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration Zv (m/s²)
1,0.01,1260315491,517091,70.03,1,45.553,5.648,45.90180512,7.067886559,-1.88,0.5,24.23031915,-11.296,25.30722222,10,9.93,1.26E+18,517091,9.92,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,1.26E+18,517091,-0.01,38.01644364,-122.013019,24.26496124,0.018422122,1.845243605,0.118200663,-0.0045,1.849025516,12,RTK Integer (6),gxInteger (24),RTK Integer (6),70.00123321,2.125845307,0.927790558,3.665184811,-0.21494121,-0.322345005,-0.894085888,-0.181627621,-0.336899184,-0.896105992,1.419184684,-0.762863604,-8.941815127,1.7499,-0.9066,-8.8695
1.01,0.02,1260315491,517091.01,70.02,1,45.534,5.654,45.88368852,7.07824126,-1.9,0.56,23.96526316,-10.09642857,25.01868132,10.01,9.94,1.26E+18,517091.01,9.93,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0.02,1.26E+18,517091.01,0,38.01644369,-122.0130188,24.26505089,0.036981772,1.858877527,0.122479012,-0.0099,1.862908149,12,RTK Integer (6),gxInteger (24),RTK Integer (6),69.99298262,2.123839955,0.92395174,3.769695207,-0.381664768,-0.207264981,-0.814351227,-0.351223128,-0.220588751,-0.824486267,1.365242003,0.398257205,-10.34001307,1.7475,0.2324,-10.2874
1.02,0.03,1260315491,517091.02,70,1,45.496,5.666,45.84745982,7.09897521,-1.93,0.59,23.57305699,-9.603389831,24.59243243,10.02,9.95,1.26E+18,517091.02,9.94,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0.03,1.26E+18,517091.02,0.01,38.01644375,-122.0130186,24.26516724,0.055678029,1.872785826,0.1155428,-0.006,1.876346687,12,RTK Integer (6),gxInteger (24),RTK Integer (6),69.98266938,2.121032462,0.921144247,3.530427414,-0.24302502,-0.283913369,-0.973256485,-0.206837764,-0.299656927,-0.976893041,1.398311391,-0.683142488,-9.403985358,1.7454,-0.8333,-9.3336
1.03,0.04,1260315491,517091.03,69.99,1,45.477,5.671,45.82922397,7.108113887,-1.94,0.52,23.44175258,-10.90576923,24.45,10.03,9.96,1.26E+18,517091.03,9.95,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0.04,1.26E+18,517091.03,0.02,38.0164438,-122.0130184,24.26530075,0.074514994,1.887134775,0.120220089,-0.012,1.890960214,12,RTK Integer (6),gxInteger (24),RTK Integer (6),69.97373124,2.119256293,0.919998332,3.645107029,-0.112710258,-0.183311999,-0.892169276,-0.079641134,-0.197670439,-0.892668245,1.436510437,0.44079879,-10.40769647,1.8204,0.2746,-10.3532
1.04,0.05,1260315491,517091.04,69.98,1,45.457,5.68,45.81049278,7.122379107,-1.97,0.66,23.07461929,-8.606060606,24.30855615,10.04,9.97,1.26E+18,517091.04,9.96,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0.05,1.26E+18,517091.04,0.03,38.01644384,-122.0130182,24.26540565,0.093495064,1.901366471,0.119974971,-0.0108,1.905147881,12,RTK Integer (6),gxInteger (24),RTK Integer (6),69.96444932,2.117308236,0.917649205,3.610539182,-0.235873432,-0.198857271,-0.921118116,-0.201681144,-0.213713258,-0.925899797,1.425233485,-0.060012523,-9.674755593,1.7817,-0.214,-9.6133
1.05,0.06,1260315491,517091.05,69.97,1,45.437,5.686,45.79139182,7.132931374,-1.97,0.59,23.06446701,-9.637288136,24.04074074,10.05,9.98,1.26E+18,517091.05,9.97,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0.06,1.26E+18,517091.05,0.04,38.01644391,-122.013018,24.26557541,0.112613712,1.914550378,0.12436499,-0.0086,1.918585364,12,RTK Integer (6),gxInteger (24),RTK Integer (6),69.95488093,2.114901813,0.915529261,3.716586536,-0.167565963,-0.243987218,-0.826881213,-0.136936913,-0.25725805,-0.828496972,1.320083739,0.458839042,-9.579425484,1.6727,0.3066,-9.5303
1.06,0.07,1260315491,517091.06,69.96,1,45.418,5.692,45.77328465,7.143336789,-1.99,0.61,22.82311558,-9.331147541,23.90421053,10.06,9.99,1.26E+18,517091.06,9.98,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0.07,1.26E+18,517091.06,0.05,38.01644396,-122.0130178,24.2657299,0.131864487,1.927863979,0.119650191,-0.0148,1.931573372,12,RTK Integer (6),gxInteger (24),RTK Integer (6),69.94536983,2.113698602,0.914841711,3.551427482,-0.066692815,-0.128017167,-0.952609824,-0.031512679,-0.143239449,-0.952255856,1.329776353,-0.503172938,-10.41488615,1.713,-0.6685,-10.3494
1.07,0.08,1260315491,517091.07,69.95,1,45.398,5.7,45.75443589,7.156391378,-2,0.53,22.699,-10.75471698,23.76858639,10.07,10,1.26E+18,517091.07,9.99,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.08,1.26E+18,517091.07,0.06,38.016444,-122.0130176,24.26590157,0.151247492,1.940988694,0.12389362,-0.0171,1.94493875,12,RTK Integer (6),gxInteger (24),RTK Integer (6),69.93660357,2.112724574,0.913065542,3.65224408,-0.176645662,-0.098898172,-0.871820375,-0.144385364,-0.112872686,-0.876052469,1.322765759,0.390625857,-10.031926,1.6917,0.2316,-9.9813
1.08,0.09,1260315491,517091.08,69.95,1,45.377,5.706,45.73434776,7.167127081,-2.02,0.64,22.46386139,-8.915625,23.51139896,10.08,10.01,1.26E+18,517091.08,10,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0.09,1.26E+18,517091.08,0.07,38.01644407,-122.0130174,24.26606941,0.170763143,1.954467882,0.122264422,-0.0087,1.958288357,12,RTK Integer (6),gxInteger (24),RTK Integer (6),69.92606115,2.110146264,0.910716415,3.579551728,-0.198914456,-0.261268505,-0.932646743,-0.164438887,-0.276165657,-0.935067122,1.345316814,-0.155241123,-8.956801056,1.6742,-0.2967,-8.8976
1.09,0.1,1260315491,517091.09,69.94,1,45.357,5.712,45.7152534,7.177715617,-2.03,0.57,22.34334975,-10.02105263,23.37989691,10.09,10.02,1.26E+18,517091.09,10.01,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0.1,1.26E+18,517091.09,0.08,38.01644412,-122.0130171,24.26628304,0.190412025,1.967725556,0.121802443,-0.0209,1.971491745,12,RTK Integer (6),gxInteger (24),RTK Integer (6),69.91649275,2.110031672,0.909856979,3.542096091,-0.085056071,-0.014596076,-0.954707656,-0.049847328,-0.029793805,-0.956839518,1.328269453,-0.072518719,-11.01971075,1.7331,-0.2466,-10.9608
1.1,0.11,1260315491,517091.1,69.93,1,45.337,5.72,45.6964109,7.190800962,-2.05,0.62,22.11560976,-9.225806452,23.24974359,10.1,10.03,1.26E+18,517091.1,10.02,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.11,1.26E+18,517091.1,0.09,38.01644417,-122.0130169,24.26644707,0.21019385,1.980829532,0.126692765,-0.0149,1.984876996,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.9076692,2.108656573,0.909054838,3.659621647,-0.079016011,-0.142935459,-0.884717918,-0.046409581,-0.156990436,-0.884646836,1.314103257,0.453841648,-9.19933202,1.6517,0.3087,-9.1508
1.11,0.12,1260315491,517091.11,69.92,1,45.316,5.727,45.67645329,7.202809922,-2.06,0.63,21.99805825,-9.09047619,23.00304569,10.11,10.04,1.26E+18,517091.11,10.03,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0.12,1.26E+18,517091.11,0.1,38.01644423,-122.0130167,24.26670265,0.230099246,1.992190456,0.125047657,-0.0178,1.996111152,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.89712678,2.107682545,0.908195401,3.591682539,-0.042680448,-0.102529649,-0.941607571,-0.008021409,-0.117456348,-0.9407967,1.140087935,-0.158778295,-10.09533839,1.5106,-0.318,-10.0428
1.12,0.13,1260315491,517091.12,69.91,1,45.296,5.732,45.65723864,7.212181825,-2.07,0.57,21.8821256,-10.05614035,22.87676768,10.12,10.05,1.26E+18,517091.12,10.04,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0.13,1.26E+18,517091.12,0.11,38.01644428,-122.0130165,24.26684952,0.250121464,2.004620469,0.123673059,-0.0145,2.008431789,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.88710002,2.106020968,0.907335964,3.530331462,-0.08564138,-0.172019804,-1.003629946,-0.048701413,-0.187930157,-1.003249099,1.246396952,-0.171758745,-9.465497247,1.5934,-0.3208,-9.4094
1.13,0.14,1260315491,517091.13,69.9,1,45.275,5.741,45.63753615,7.226701415,-2.08,0.62,21.76682692,-9.259677419,22.75125628,10.13,10.06,1.26E+18,517091.13,10.05,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.14,1.26E+18,517091.13,0.12,38.01644433,-122.0130163,24.26697159,0.270274188,2.017817037,0.131797434,-0.0136,2.022116752,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.87850565,2.104072911,0.906591119,3.737070851,-0.075080805,-0.193831786,-0.857568011,-0.043544792,-0.207410722,-0.856571904,1.316474595,0.781326833,-9.707624966,1.672,0.6285,-9.6639
1.14,0.15,1260315491,517091.14,69.89,1,45.254,5.748,45.61758455,7.238741576,-2.1,0.67,21.54952381,-8.579104478,22.627,10.14,10.07,1.26E+18,517091.14,10.06,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0.15,1.26E+18,517091.14,0.13,38.0164444,-122.0130161,24.26720428,0.290560376,2.03039412,0.137254101,-0.0159,2.035028002,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.86979669,2.102755108,0.904643063,3.867295739,-0.156916902,-0.142057091,-0.760272433,-0.128915504,-0.154125647,-0.763179783,1.266632108,0.562630868,-10.03279162,1.6339,0.405,-9.9872
1.15,0.16,1260315491,517091.15,69.88,1,45.233,5.753,45.59738258,7.248299254,-2.1,0.55,21.53952381,-10.46,22.39257426,10.15,10.08,1.26E+18,517091.15,10.07,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0.16,1.26E+18,517091.15,0.14,38.01644445,-122.0130158,24.26741028,0.310965038,2.041816443,0.129330668,-0.0198,2.045908309,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.860171,2.102067559,0.902809598,3.624329342,-0.182014646,-0.070730316,-0.960065109,-0.146677196,-0.085943669,-0.964860927,1.14018607,-0.831692762,-10.18493825,1.513,-0.9913,-10.1219
1.16,0.17,1260315491,517091.16,69.87,1,45.212,5.76,45.57743459,7.260359476,-2.11,0.46,21.42748815,-12.52173913,22.27192118,10.16,10.09,1.26E+18,517091.16,10.08,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0.17,1.26E+18,517091.16,0.15,38.0164445,-122.0130156,24.26755524,0.331489174,2.054414406,0.136179467,-0.0151,2.058922874,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.85169123,2.10029139,0.901892865,3.792375577,-0.090815127,-0.177387771,-0.850410245,-0.059587611,-0.190794946,-0.850269368,1.261127439,0.652849337,-9.332361786,1.6023,0.5067,-9.289
1.17,0.18,1260315491,517091.17,69.86,1,45.19,5.766,45.55637009,7.271341895,-2.14,0.63,21.11682243,-9.152380952,22.15196078,10.17,10.1,1.26E+18,517091.17,10.09,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0.18,1.26E+18,517091.17,0.16,38.01644456,-122.0130154,24.26784325,0.352141037,2.066760532,0.140814035,-0.0194,2.071552,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.84309686,2.099088178,0.899371851,3.897694133,-0.229585468,-0.107172405,-0.757628441,-0.201681144,-0.119175221,-0.763752741,1.224485014,0.472706388,-10.22274315,1.5981,0.313,-10.1772
1.18,0.19,1260315491,517091.18,69.85,1,45.169,5.772,45.5362992,7.28217498,-2.14,0.54,21.10700935,-10.68888889,22.03365854,10.18,10.11,1.26E+18,517091.18,10.1,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0.19,1.26E+18,517091.18,0.17,38.01644462,-122.0130152,24.26791763,0.372911415,2.078070188,0.134657733,-0.0074,2.082428489,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.83381494,2.095478544,0.897710273,3.70754953,-0.161522571,-0.365416732,-0.920145234,-0.127769588,-0.379871018,-0.919597261,1.13893587,-0.651954157,-8.601861613,1.4527,-0.7859,-8.5432
1.19,0.2,1260315491,517091.19,69.84,1,45.147,5.778,45.51523803,7.293177419,-2.14,0.46,21.09672897,-12.56086957,21.81014493,10.19,10.12,1.26E+18,517091.19,10.11,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0.2,1.26E+18,517091.19,0.18,38.01644467,-122.0130149,24.26809311,0.393796204,2.089804984,0.140658558,-0.019,2.094533289,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.82562165,2.094332629,0.896449766,3.850600809,-0.12563335,-0.117799679,-0.81722783,-0.095683952,-0.130634377,-0.819329647,1.172721454,0.572213865,-10.96356372,1.5726,0.4014,-10.921
1.2,0.21,1260315491,517091.2,69.83,1,45.125,5.784,45.49417854,7.304190045,-2.17,0.59,20.79493088,-9.803389831,21.69471154,10.2,10.13,1.26E+18,517091.2,10.12,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.21,1.26E+18,517091.2,0.19,38.01644473,-122.0130147,24.26835823,0.41480243,2.101767755,0.144307467,-0.0173,2.106716008,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.81714187,2.092613755,0.894387118,3.927766404,-0.179993551,-0.15720547,-0.75220679,-0.152406774,-0.16902255,-0.755731332,1.184335617,0.365766107,-9.622219724,1.5349,0.2163,-9.5771
1.21,0.22,1260315491,517091.21,69.83,1,45.104,5.789,45.47398528,7.313802728,-2.17,0.5,20.78525346,-11.578,21.58086124,10.21,10.14,1.26E+18,517091.21,10.13,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0.22,1.26E+18,517091.21,0.2,38.01644478,-122.0130145,24.26850319,0.435924468,2.112908693,0.143800684,-0.0141,2.117796444,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.80923505,2.090321924,0.892037991,3.893441554,-0.236778639,-0.231758653,-0.785126051,-0.20798368,-0.244080021,-0.789535842,1.116591321,-0.085224768,-9.481907383,1.4617,-0.2321,-9.4324
1.22,0.23,1260315491,517091.22,69.82,1,45.082,5.795,45.45292894,7.324834904,-2.18,0.45,20.67981651,-12.87777778,21.46761905,10.22,10.15,1.26E+18,517091.22,10.14,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0.23,1.26E+18,517091.22,0.21,38.01644484,-122.0130142,24.26860809,0.457158634,2.124171292,0.142406639,-0.0108,2.128939485,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.80069798,2.087227952,0.889860752,3.835429043,-0.216703552,-0.309886424,-0.849001946,-0.185638326,-0.323148196,-0.851415284,1.13446343,-0.170637082,-9.466785132,1.4785,-0.3169,-9.4154
1.23,0.24,1260315491,517091.23,69.81,1,45.06,5.8,45.43174661,7.334626489,-2.19,0.47,20.57534247,-12.34042553,21.35545024,10.23,10.16,1.26E+18,517091.23,10.15,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0.24,1.26E+18,517091.23,0.22,38.0164449,-122.013014,24.26892853,0.478508796,2.136151044,0.145446511,-0.0233,2.141096908,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.79187443,2.086540403,0.888313766,3.895150107,-0.128806067,-0.055764537,-0.797221777,-0.099694656,-0.068181978,-0.80042204,1.188390002,0.302655399,-11.04942379,1.5899,0.1321,-11.0022
1.24,0.25,1260315491,517091.24,69.8,1,45.038,5.806,45.41069345,7.345678581,-2.21,0.53,20.37918552,-10.95471698,21.24433962,10.24,10.17,1.26E+18,517091.24,10.16,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0.25,1.26E+18,517091.24,0.23,38.01644496,-122.0130138,24.26899147,0.499974391,2.147245471,0.143364526,-0.0064,2.152026138,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.78316547,2.082472402,0.886537596,3.819781764,-0.176430559,-0.408877489,-0.862890539,-0.144958322,-0.422269895,-0.862301482,1.108307807,-0.238301167,-8.11338495,1.4024,-0.3631,-8.0631
1.25,0.26,1260315491,517091.25,69.79,1,45.016,5.812,45.38964199,7.356740925,-2.22,0.48,20.27747748,-12.10833333,21.03551402,10.25,10.18,1.26E+18,517091.25,10.17,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.26,1.26E+18,517091.25,0.24,38.01644501,-122.0130135,24.26916885,0.521550212,2.158385564,0.144917067,-0.018,2.163245062,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.7746857,2.080982712,0.885563568,3.841154862,-0.099571743,-0.155905398,-0.846858524,-0.068754935,-0.16902255,-0.847404579,1.117907827,0.123445283,-10.95861599,1.5151,-0.0452,-10.9114
1.26,0.27,1260315491,517091.26,69.78,1,44.993,5.817,45.36747225,7.366722992,-2.23,0.54,20.17623318,-10.77222222,20.92697674,10.26,10.19,1.26E+18,517091.26,10.18,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0.27,1.26E+18,517091.26,0.25,38.01644507,-122.0130133,24.26934433,0.543246557,2.170568021,0.152587935,-0.0091,2.175924771,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.76683618,2.077373078,0.884188469,4.021198778,-0.116658215,-0.345515277,-0.702949508,-0.091100289,-0.356379749,-0.701300341,1.207240667,0.765422847,-8.903755734,1.5292,0.6287,-8.8649
1.27,0.28,1260315491,517091.27,69.77,1,44.971,5.823,45.346424,7.377805648,-2.24,0.52,20.07633929,-11.19807692,20.81990741,10.27,10.2,1.26E+18,517091.27,10.19,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0.28,1.26E+18,517091.27,0.26,38.01644513,-122.0130131,24.2694416,0.565056411,2.181268293,0.142930035,-0.0097,2.185946102,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.75761156,2.073992627,0.885219793,3.749010254,0.106235484,-0.340411334,-0.929420314,0.139801702,-0.354660875,-0.919597261,1.077628152,-1.003815303,-9.858436989,1.4337,-1.1553,-9.7963
1.28,0.29,1260315491,517091.28,69.77,1,44.948,5.828,45.32425717,7.387807536,-2.24,0.4,20.06607143,-14.57,20.71336406,10.28,10.21,1.26E+18,517091.28,10.2,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0.29,1.26E+18,517091.28,0.27,38.01644519,-122.0130128,24.26946831,0.58696785,2.19148821,0.147559629,-0.0024,2.196450414,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.74924637,2.069007894,0.884704131,3.852086292,-0.051953123,-0.502235341,-0.835020085,-0.021772396,-0.515089058,-0.828496972,1.017020586,0.436217931,-9.075175435,1.344,0.2967,-9.0382
1.29,0.3,1260315491,517091.29,69.76,1,44.925,5.834,45.30222049,7.399073429,-2.27,0.59,19.7907489,-9.888135593,20.60779817,10.29,10.22,1.26E+18,517091.29,10.21,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0.3,1.26E+18,517091.29,0.28,38.01644525,-122.0130126,24.26975632,0.608981243,2.201702798,0.141301662,-0.0173,2.206232393,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.73858936,2.066945246,0.885563568,3.672112719,0.109760811,-0.192146006,-0.993753532,0.14553128,-0.207410722,-0.986060365,1.018582733,-0.633616422,-11.28671653,1.425,-0.8073,-11.2315
