timestamp_sec;position_x;position_y;position_z;heading;qx;qy;qz;qw;euler_x;euler_y;euler_z;linear_accel_x;linear_accel_y;linear_accel_z;angular_vel_x;angular_vel_y;angular_vel_z;linear_vel_x;linear_vel_y;linear_vel_z;heading;
1580256243.301657;586636.522960;4208052.630244;-11.554199;2.626338;-0.014476;0.013256;-0.503417;-0.863821;-0.037487;0.011664;-5.227644;-0.024401;-0.006208;0.024854;-0.000537;0.000200;0.000100;-0.001548;-0.002651;0.007684;2.626338;
1580256243.311118;586636.522913;4208052.630264;-11.554170;2.626342;-0.014473;0.013251;-0.503419;-0.863820;-0.037477;0.011662;-5.227640;-0.022008;-0.014031;0.019775;-0.000769;0.000271;0.000250;-0.001794;-0.002966;0.007818;2.626342;
1580256243.326754;586636.522863;4208052.630308;-11.554177;2.626346;-0.014474;0.013253;-0.503421;-0.863819;-0.037481;0.011663;-5.227636;-0.044984;-0.027193;0.019528;-0.000708;0.000247;0.000620;-0.001955;-0.002727;0.007734;2.626346;
1580256243.333402;586636.522814;4208052.630331;-11.554147;2.626346;-0.014474;0.013252;-0.503421;-0.863818;-0.037481;0.011663;-5.227636;-0.044984;-0.027193;0.019529;-0.000708;0.000247;0.000620;-0.001982;-0.002847;0.007827;2.626346;
1580256243.341321;586636.522764;4208052.630355;-11.554117;2.626350;-0.014474;0.013251;-0.503422;-0.863818;-0.037478;0.011665;-5.227632;-0.012612;-0.000317;0.001801;-0.000056;0.000142;0.000259;-0.002191;-0.002653;0.007760;2.626350;
1580256243.357247;586636.522714;4208052.630396;-11.554125;2.626349;-0.014473;0.013255;-0.503422;-0.863818;-0.037484;0.011659;-5.227632;-0.023986;-0.015897;-0.016691;0.000202;-0.000497;0.000343;-0.002079;-0.002724;0.007529;2.626349;
1580256243.366405;586636.522664;4208052.630420;-11.554098;2.626344;-0.014474;0.013256;-0.503420;-0.863819;-0.037485;0.011659;-5.227637;-0.001476;0.003299;-0.012027;0.000075;-0.000217;-0.000345;-0.002168;-0.002574;0.007383;2.626344;
1580256243.374515;586636.522614;4208052.630445;-11.554073;2.626341;-0.014475;0.013258;-0.503419;-0.863820;-0.037490;0.011659;-5.227641;-0.000472;0.005467;-0.019444;0.000270;-0.000217;-0.000334;-0.002188;-0.002380;0.007118;2.626341;
1580256243.382362;586636.522566;4208052.630472;-11.554050;2.626341;-0.014477;0.013263;-0.503418;-0.863820;-0.037500;0.011658;-5.227641;0.000558;-0.002220;-0.019584;0.000577;-0.000391;-0.000190;-0.002107;-0.002298;0.006903;2.626341;
1580256243.397790;586636.522514;4208052.630517;-11.554067;2.626343;-0.014481;0.013265;-0.503419;-0.863819;-0.037507;0.011662;-5.227639;0.018978;0.003008;-0.062858;0.001385;-0.000515;-0.000015;-0.002069;-0.002131;0.006406;2.626343;
1580256243.405177;586636.522467;4208052.630543;-11.554050;2.626340;-0.014483;0.013267;-0.503418;-0.863820;-0.037514;0.011665;-5.227641;0.016224;-0.003167;-0.026493;0.000678;-0.000083;-0.000165;-0.001927;-0.002163;0.006182;2.626340;
1580256243.413526;586636.522424;4208052.630568;-11.554035;2.626342;-0.014484;0.013271;-0.503419;-0.863819;-0.037523;0.011662;-5.227640;0.011907;-0.005592;-0.023273;0.000659;-0.000451;-0.000001;-0.001681;-0.002219;0.005963;2.626342;
1580256243.421530;586636.522381;4208052.630592;-11.554025;2.626350;-0.014483;0.013272;-0.503422;-0.863817;-0.037524;0.011658;-5.227631;0.013936;0.005807;-0.033368;0.000266;-0.000382;0.000447;-0.001568;-0.002216;0.005531;2.626350;
1580256243.432396;586636.522337;4208052.630614;-11.554018;2.626353;-0.014482;0.013272;-0.503424;-0.863816;-0.037521;0.011657;-5.227628;0.014011;0.003515;-0.033572;0.000032;-0.000196;0.000380;-0.001542;-0.002292;0.005189;2.626353;
1580256243.446769;586636.522292;4208052.630650;-11.554044;2.626353;-0.014480;0.013270;-0.503424;-0.863816;-0.037516;0.011655;-5.227629;0.025188;-0.014090;-0.030315;-0.000329;-0.000215;0.000373;-0.001542;-0.002632;0.005298;2.626353;
1580256243.453139;586636.522252;4208052.630670;-11.554039;2.626357;-0.014477;0.013271;-0.503425;-0.863815;-0.037515;0.011650;-5.227625;0.009526;-0.002166;-0.017662;-0.000362;-0.000224;0.000335;-0.001419;-0.002596;0.005070;2.626357;
1580256243.461351;586636.522213;4208052.630691;-11.554032;2.626354;-0.014476;0.013271;-0.503424;-0.863816;-0.037513;0.011647;-5.227628;0.014045;0.000918;-0.005343;-0.000329;-0.000220;-0.000005;-0.001267;-0.002512;0.005123;2.626354;
1580256243.478171;586636.522171;4208052.630732;-11.554060;2.626355;-0.014476;0.013269;-0.503425;-0.863816;-0.037511;0.011649;-5.227626;0.033460;0.010199;0.010804;-0.000398;0.000026;0.000041;-0.001248;-0.002283;0.005283;2.626355;
1580256243.486398;586636.522132;4208052.630754;-11.554052;2.626355;-0.014475;0.013266;-0.503425;-0.863816;-0.037504;0.011652;-5.227626;0.011673;0.017050;0.012264;-0.000390;0.000380;0.000095;-0.001338;-0.002120;0.005435;2.626355;
1580256243.494200;586636.522090;4208052.630779;-11.554042;2.626355;-0.014478;0.013261;-0.503424;-0.863816;-0.037498;0.011661;-5.227627;0.009231;0.011383;0.015039;-0.000199;0.000794;0.000005;-0.001491;-0.001928;0.005593;2.626355;
1580256243.502551;586636.522052;4208052.630803;-11.554030;2.626358;-0.014476;0.013256;-0.503426;-0.863815;-0.037488;0.011662;-5.227624;0.009904;0.013898;0.018117;-0.000499;0.000695;0.000171;-0.001356;-0.001882;0.005800;2.626358;
