timestamp_sec;position_x;position_y;position_z;heading;qx;qy;qz;qw;euler_x;euler_y;euler_z;linear_accel_x;linear_accel_y;linear_accel_z;angular_vel_x;angular_vel_y;angular_vel_z;linear_vel_x;linear_vel_y;linear_vel_z;heading;
1580255805.772375;586606.323346;4208085.574419;-9.668533;0.911187;0.033125;-0.003742;-0.323457;0.945656;0.014384;0.065116;-0.659609;0.076495;0.011417;-0.124493;-0.006048;0.001031;-0.094056;0.609336;0.865552;0.062886;0.911187;
1580255806.375718;586606.733693;4208086.134298;-9.629675;0.873655;0.032670;-0.005630;-0.341187;0.939411;0.011741;0.065268;-0.697141;0.336630;0.414289;-0.016671;-0.013817;-0.015267;-0.041660;0.768440;1.011690;0.068856;0.873655;
1580255806.391706;586606.741303;4208086.144301;-9.629018;0.873236;0.032637;-0.005734;-0.341387;0.939339;0.011536;0.065276;-0.697560;0.697637;0.822736;-0.026880;-0.026540;-0.031478;-0.084619;0.772398;1.016017;0.068557;0.873236;
1580255806.399384;586606.748942;4208086.154417;-9.628356;0.872817;0.032603;-0.005835;-0.341587;0.939266;0.011338;0.065278;-0.697979;0.412722;0.393514;-0.047470;-0.012769;-0.015410;-0.042991;0.776685;1.019937;0.068105;0.872817;
1580255806.407396;586606.756625;4208086.164579;-9.627688;0.872394;0.032574;-0.005937;-0.341789;0.939193;0.011140;0.065292;-0.698402;0.415570;0.405249;0.015244;-0.012160;-0.015722;-0.043309;0.781019;1.024318;0.068766;0.872394;
1580255806.415767;586606.764342;4208086.174781;-9.627029;0.871967;0.032544;-0.006030;-0.341992;0.939120;0.010957;0.065296;-0.698829;0.426003;0.402338;-0.025571;-0.011801;-0.014994;-0.043617;0.785034;1.028429;0.068130;0.871967;
1580255806.431455;586606.772093;4208086.185015;-9.626366;0.871533;0.032511;-0.006113;-0.342199;0.939045;0.010793;0.065288;-0.699263;0.422994;0.340988;-0.012371;-0.011497;-0.013630;-0.043981;0.788577;1.031200;0.068200;0.871533;
1580255806.439580;586606.779886;4208086.195226;-9.625711;0.871069;0.032491;-0.006187;-0.342419;0.938965;0.010656;0.065299;-0.699728;0.851871;0.699450;0.005562;-0.020292;-0.025356;-0.090561;0.792498;1.035725;0.068292;0.871069;
1580255806.447373;586606.787724;4208086.205546;-9.625054;0.870621;0.032470;-0.006262;-0.342631;0.938888;0.010515;0.065309;-0.700176;0.473715;0.346232;-0.054115;-0.008910;-0.011847;-0.045692;0.797180;1.039347;0.067575;0.870621;
1580255806.456615;586606.795608;4208086.215903;-9.624397;0.870170;0.032450;-0.006330;-0.342845;0.938810;0.010387;0.065316;-0.700626;0.500843;0.333977;-0.035242;-0.008303;-0.011036;-0.045798;0.802063;1.042798;0.067446;0.870170;
1580255806.471653;586606.803539;4208086.226235;-9.623753;0.869709;0.032440;-0.006380;-0.343063;0.938731;0.010302;0.065328;-0.701087;1.043353;0.667185;-0.058188;-0.013570;-0.018969;-0.092212;0.806524;1.047056;0.067302;0.869709;
1580255806.480358;586606.811521;4208086.236681;-9.623100;0.869243;0.032429;-0.006429;-0.343283;0.938650;0.010217;0.065339;-0.701554;0.588659;0.376630;-0.027116;-0.005190;-0.007797;-0.046896;0.812272;1.051489;0.067151;0.869243;
1580255806.487398;586606.819562;4208086.247169;-9.622448;0.868777;0.032423;-0.006472;-0.343502;0.938570;0.010147;0.065354;-0.702019;0.637356;0.371384;-0.016268;-0.004138;-0.006979;-0.046957;0.818631;1.055609;0.067129;0.868777;
1580255806.495567;586606.827654;4208086.257688;-9.621800;0.868316;0.032416;-0.006509;-0.343720;0.938490;0.010088;0.065366;-0.702480;0.607155;0.332216;-0.031431;-0.003539;-0.006090;-0.046723;0.823955;1.058765;0.066701;0.868316;
1580255806.512261;586606.835796;4208086.268172;-9.621144;0.867859;0.032414;-0.006528;-0.343934;0.938411;0.010066;0.065372;-0.702937;1.155871;0.574553;0.118346;-0.005068;-0.008980;-0.092672;0.828264;1.061598;0.068515;0.867859;
1580255806.519453;586606.843985;4208086.278757;-9.620480;0.867400;0.032411;-0.006544;-0.344150;0.938332;0.010050;0.065376;-0.703396;0.588805;0.266504;0.022633;-0.001152;-0.002291;-0.046091;0.833458;1.064593;0.068544;0.867400;
1580255806.527313;586606.852227;4208086.289379;-9.619801;0.866940;0.032410;-0.006558;-0.344366;0.938253;0.010037;0.065381;-0.703856;0.557108;0.314400;0.095412;-0.000794;-0.001776;-0.046101;0.838523;1.068228;0.070093;0.866940;
1580255806.535351;586606.860525;4208086.300035;-9.619115;0.866480;0.032410;-0.006572;-0.344582;0.938174;0.010026;0.065388;-0.704317;0.563842;0.339294;0.095928;-0.000468;-0.001514;-0.046121;0.844094;1.071964;0.071069;0.866480;
