timestamp_sec;position_x;position_y;position_z;heading;qx;qy;qz;qw;euler_x;euler_y;euler_z;linear_accel_x;linear_accel_y;linear_accel_z;angular_vel_x;angular_vel_y;angular_vel_z;linear_vel_x;linear_vel_y;linear_vel_z;heading;
1580257011.266803;586622.015080;4208095.146337;-9.073877;0.216126;0.004673;-0.003662;-0.626707;0.779232;0.000149;0.011873;-1.354671;-0.481504;-0.147532;-0.043572;0.009505;-0.002093;-0.016316;2.308184;0.617455;0.011045;0.216126;
1580257011.953982;586623.482728;4208095.498130;-9.043778;0.209272;0.006184;-0.001747;-0.629361;0.777087;0.005069;0.011810;-1.361524;-1.018467;-0.312354;0.045139;0.002386;0.012903;-0.008848;1.971645;0.494502;0.023458;0.209272;
1580257011.961259;586623.502317;4208095.502791;-9.043375;0.209228;0.006173;-0.001726;-0.629378;0.777073;0.005089;0.011766;-1.361568;-0.507146;-0.190912;-0.028195;0.000964;0.005521;-0.004401;1.967228;0.492141;0.023012;0.209228;
1580257011.970135;586623.521852;4208095.507432;-9.042978;0.209195;0.006163;-0.001704;-0.629391;0.777063;0.005111;0.011723;-1.361601;-0.480966;-0.191693;-0.046760;0.001122;0.005078;-0.003803;1.962831;0.490065;0.022427;0.209195;
1580257011.985533;586623.541287;4208095.511674;-9.042414;0.209164;0.006147;-0.001679;-0.629403;0.777053;0.005129;0.011668;-1.361632;-0.982918;-0.251296;0.075586;0.001827;0.010804;-0.006976;1.957546;0.488996;0.023842;0.209164;
1580257011.993115;586623.560717;4208095.516291;-9.042012;0.209135;0.006132;-0.001654;-0.629414;0.777044;0.005150;0.011612;-1.361661;-0.472335;-0.117411;-0.035457;0.000850;0.005740;-0.003044;1.952782;0.487592;0.023159;0.209135;
1580257012.001336;586623.580109;4208095.520899;-9.041620;0.209110;0.006122;-0.001625;-0.629424;0.777036;0.005182;0.011559;-1.361686;-0.440945;-0.143484;-0.095296;0.001556;0.005815;-0.002717;1.948528;0.486094;0.021871;0.209110;
1580257012.010212;586623.599450;4208095.525488;-9.041233;0.209090;0.006111;-0.001596;-0.629432;0.777030;0.005214;0.011506;-1.361706;-0.486311;-0.175401;-0.070502;0.001798;0.005834;-0.002323;1.943222;0.483946;0.021445;0.209090;
1580257012.025427;586623.618742;4208095.530075;-9.040845;0.209063;0.006107;-0.001571;-0.629442;0.777022;0.005246;0.011469;-1.361733;-0.517601;-0.115023;-0.031554;0.002081;0.005096;-0.002481;1.938056;0.483375;0.021602;0.209063;
1580257012.033184;586623.637937;4208095.534261;-9.040312;0.209027;0.006099;-0.001551;-0.629456;0.777010;0.005269;0.011431;-1.361769;-1.014701;-0.135223;-0.085647;0.003781;0.009373;-0.005921;1.933211;0.482534;0.021151;0.209027;
1580257012.044473;586623.657134;4208095.538825;-9.039937;0.208996;0.006096;-0.001530;-0.629469;0.777001;0.005297;0.011399;-1.361800;-0.529273;-0.118157;-0.044705;0.001878;0.004084;-0.003025;1.928143;0.481032;0.020690;0.208996;
1580257012.049299;586623.676291;4208095.543387;-9.039567;0.208955;0.006100;-0.001505;-0.629485;0.776988;0.005341;0.011374;-1.361842;-0.473183;-0.120521;-0.058307;0.002897;0.003727;-0.003583;1.924094;0.480089;0.020069;0.208955;
1580257012.066362;586623.695382;4208095.547938;-9.039204;0.208917;0.006104;-0.001469;-0.629499;0.776976;0.005402;0.011336;-1.361880;-0.483470;-0.132075;-0.067761;0.004007;0.004341;-0.003652;1.918840;0.478962;0.019391;0.208917;
1580257012.074606;586623.714369;4208095.552093;-9.038697;0.208875;0.006110;-0.001433;-0.629515;0.776963;0.005466;0.011300;-1.361922;-1.028864;-0.203749;-0.155435;0.009383;0.009325;-0.007645;1.913333;0.478285;0.018650;0.208875;
1580257012.081188;586623.733373;4208095.556617;-9.038340;0.208832;0.006120;-0.001413;-0.629532;0.776949;0.005510;0.011290;-1.361964;-0.526907;-0.127753;-0.006944;0.004298;0.002872;-0.004082;1.908631;0.476366;0.019039;0.208832;
1580257012.089875;586623.752323;4208095.561129;-9.037977;0.208791;0.006130;-0.001384;-0.629548;0.776936;0.005568;0.011268;-1.362005;-0.496150;-0.160811;0.038951;0.004784;0.003121;-0.004064;1.903809;0.474478;0.019910;0.208791;
1580257012.105177;586623.771225;4208095.565630;-9.037623;0.208751;0.006137;-0.001345;-0.629563;0.776924;0.005639;0.011230;-1.362046;-0.443057;-0.164244;-0.014139;0.005426;0.004127;-0.004026;1.899456;0.472889;0.019280;0.208751;
1580257012.113071;586623.790023;4208095.569708;-9.037119;0.208714;0.006142;-0.001321;-0.629578;0.776912;0.005681;0.011207;-1.362083;-1.020793;-0.327834;-0.050929;0.009365;0.007634;-0.007645;1.893741;0.470336;0.019010;0.208714;
1580257012.122224;586623.808839;4208095.574168;-9.036766;0.208666;0.006155;-0.001301;-0.629596;0.776897;0.005730;0.011201;-1.362131;-0.472498;-0.168886;-0.005085;0.004614;0.002295;-0.004416;1.889884;0.468485;0.019053;0.208666;
1580257012.130217;586623.827592;4208095.578611;-9.036407;0.208619;0.006164;-0.001274;-0.629614;0.776883;0.005782;0.011183;-1.362177;-0.493239;-0.157992;0.034577;0.004702;0.002620;-0.004514;1.884601;0.466826;0.019810;0.208619;
1580257012.144986;586623.846239;4208095.582650;-9.035894;0.208578;0.006172;-0.001241;-0.629630;0.776870;0.005844;0.011152;-1.362218;-1.001597;-0.293309;0.045180;0.010135;0.006816;-0.008628;1.879104;0.465203;0.019946;0.208578;
1580257012.153244;586623.864895;4208095.587058;-9.035533;0.208541;0.006178;-0.001218;-0.629644;0.776858;0.005888;0.011133;-1.362255;-0.513985;-0.155279;0.017870;0.004263;0.003011;-0.003807;1.874049;0.463005;0.020196;0.208541;
1580257012.160974;586623.883499;4208095.591449;-9.035167;0.208498;0.006183;-0.001194;-0.629661;0.776845;0.005932;0.011110;-1.362298;-0.526886;-0.167827;0.042753;0.003957;0.003098;-0.004073;1.868646;0.460876;0.020834;0.208498;
1580257012.169080;586623.902054;4208095.595826;-9.034791;0.208458;0.006189;-0.001171;-0.629676;0.776832;0.005976;0.011091;-1.362338;-0.514145;-0.153541;0.074604;0.003950;0.002919;-0.004012;1.863689;0.459243;0.021909;0.208458;
1580257012.188181;586623.920554;4208095.600183;-9.034413;0.208425;0.006189;-0.001153;-0.629689;0.776822;0.006003;0.011067;-1.362371;-0.505046;-0.125953;0.063125;0.003105;0.002916;-0.003658;1.858713;0.457650;0.022430;0.208425;
1580257012.193105;586623.938952;4208095.604124;-9.033882;0.208393;0.006185;-0.001130;-0.629702;0.776812;0.006034;0.011032;-1.362404;-0.990083;-0.318834;0.069091;0.005516;0.006825;-0.006999;1.853719;0.454934;0.022610;0.208393;
1580257012.200979;586623.957352;4208095.608449;-9.033489;0.208364;0.006182;-0.001111;-0.629713;0.776803;0.006060;0.011004;-1.362432;-0.496183;-0.120866;0.099855;0.002269;0.003306;-0.003072;1.848671;0.453607;0.023976;0.208364;
1580257012.209447;586623.975691;4208095.612762;-9.033091;0.208336;0.006175;-0.001088;-0.629724;0.776794;0.006087;0.010963;-1.362461;-0.541742;-0.106396;0.077005;0.002032;0.003974;-0.002931;1.842505;0.452335;0.024593;0.208336;
1580257012.225170;586623.993983;4208095.617054;-9.032693;0.208306;0.006165;-0.001072;-0.629736;0.776784;0.006100;0.010927;-1.362491;-0.535598;-0.118553;0.043051;0.001308;0.003890;-0.002957;1.837245;0.450446;0.024671;0.208306;
1580257012.233187;586624.012180;4208095.620933;-9.032133;0.208289;0.006148;-0.001065;-0.629742;0.776779;0.006089;0.010892;-1.362507;-0.993769;-0.210012;0.113167;0.000130;0.006972;-0.004850;1.832676;0.448374;0.025416;0.208289;
