timestamp_sec;id;theta;type;position_x;position_y;position_z;velocity_x;velocity_y;velocity_z;acceleration_x;acceleration_y;acceleration_z;
1580252523.012460;61246;1.233776;3;586615.436254;4208096.996003;-9.869008;-0.041122;-0.813574;0.000000;0.000557;-0.005631;0.000000;
1580252523.186915;61246;0.746809;3;586615.680325;4208096.826886;-9.802949;0.780313;-0.943402;0.000000;0.017268;-0.004836;0.000000;
1580252523.302146;61246;1.143135;3;586615.241056;4208096.687673;-9.840511;-0.644071;-0.997601;0.000000;-0.022996;-0.002966;0.000000;
1580252523.398852;61246;0.719638;3;586615.463284;4208096.678529;-9.767653;-0.450794;-1.004678;0.000000;-0.943291;-0.440654;0.000000;
1580252524.178784;61248;0.233022;3;586615.404037;4208096.033123;-9.566459;-0.894896;-1.035220;0.000000;-0.004404;-0.005338;0.000000;
1580252524.344834;61248;0.398856;3;586615.283525;4208095.916980;-9.345541;-0.889611;-1.092718;0.000000;-0.001564;-0.003221;0.000000;
1580252524.449781;61248;0.420953;3;586615.327523;4208095.890853;-9.779656;-0.608779;-0.755300;0.000000;0.005235;0.005778;0.000000;
1580252524.582592;61248;0.236823;3;586615.290971;4208095.860894;-9.884565;-0.429223;-0.777611;0.000000;1.088973;0.597435;0.000000;
1580252524.707801;61248;0.368909;3;586615.019792;4208095.554158;-9.791323;-0.641063;-0.890207;0.000000;0.817246;0.564593;0.000000;
1580252524.828624;61248;0.377112;3;586615.089416;4208095.353723;-9.720085;-0.348463;-0.834262;0.000000;0.675778;0.096483;0.000000;
1580252524.920218;61248;0.377112;3;586615.089416;4208095.353723;-9.720085;-0.348463;-0.834262;0.000000;0.675778;0.096483;0.000000;
1580252524.985046;61248;0.266425;3;586615.268734;4208095.318407;-9.658661;-0.057307;-0.700108;0.000000;0.780413;0.151303;0.000000;
1580252525.095915;61248;0.337333;3;586615.314611;4208095.158382;-9.822984;0.186029;-0.767106;0.000000;1.457797;0.227367;0.000000;
1580252525.362766;61248;0.366800;3;586615.262432;4208094.916258;-9.831727;0.105838;-0.819420;0.000000;1.042613;0.096115;0.000000;
1580252525.470486;61248;0.140690;3;586615.191688;4208094.728787;-9.749155;-0.103041;-0.968792;0.000000;0.328937;-0.282112;0.000000;
1580252525.608159;61248;0.074923;3;586615.184467;4208094.676346;-9.771157;-0.206768;-0.888519;0.000000;-0.424865;-0.268231;0.000000;
1580252525.735894;61248;0.518421;3;586615.286508;4208094.514908;-9.720668;-0.011592;-0.690788;0.000000;-0.331749;0.139714;0.000000;
1580252525.841760;61248;0.180740;3;586615.223353;4208094.418892;-9.703944;-0.241626;-0.822270;0.000000;-0.368161;0.303697;0.000000;
1580252526.057305;61248;-0.102498;3;586615.085178;4208094.248635;-9.845587;-0.407144;-0.821269;0.000000;-0.374992;0.185673;0.000000;
1580252526.188099;61248;-0.055558;3;586615.062467;4208094.058425;-9.843626;-0.349928;-0.875080;0.000000;-0.530912;-0.150391;0.000000;
1580252526.282471;61248;-0.043544;3;586615.060458;4208093.876016;-9.836753;-0.197223;-0.974509;0.000000;-0.141919;-0.209275;0.000000;
1580252526.431355;61248;0.042175;3;586615.044576;4208093.843942;-9.835545;-0.064473;-1.072929;0.000000;0.427892;-0.430026;0.000000;
1580252526.502761;61248;0.574754;3;586615.085919;4208093.588590;-9.824678;0.035180;-1.145311;0.000000;0.828219;-0.631429;0.000000;
1580252526.649910;61248;0.462102;3;586615.086059;4208093.519958;-9.820989;0.032636;-1.124910;0.000000;0.834450;-0.581970;0.000000;
1580252526.744597;61248;0.116086;3;586615.105919;4208093.483322;-9.806687;0.116117;-0.877292;0.000000;0.623286;0.141407;0.000000;
1580252526.797559;61248;0.132325;3;586615.108447;4208093.392699;-9.811852;0.085450;-0.902903;0.000000;0.319473;0.471773;0.000000;
