Time from start of file (s),Time from initialisation (s),Time from start of region (s),Time (),Seconds from midnight Sunday (),Latitude (deg),Longitude (deg),Altitude (m),Distance horizontal (m),Velocity forward (m/s),Velocity lateral (m/s),Velocity down (m/s),Speed horizontal (m/s),Number of GPS satellites used (),GPS position mode (),GPS velocity mode (),GPS dual antenna attitude mode (),Heading (deg),Pitch (deg),Roll (deg),Slip angle (deg),Angular rate forward (deg/s),Angular rate lateral (deg/s),Angular rate down (deg/s),Angular rate Xv (deg/s),Angular rate Yv (deg/s),Angular rate Zv (deg/s),Acceleration forward (m/s²),Acceleration lateral (m/s²),Acceleration down (m/s²),Acceleration Xv (m/s²),Acceleration Yv (m/s²),Acceleration Zv (m/s²)
0.370000000,-0.010000000,0.000000000,1.26057448537E+18,171285.37,38.0160366129722,-122.013043738536,18.733039855957,0,0.000974511670846585,0.00416297093472724,0.0003,0.00427551166528639,14,gxSPS (21),gxInteger (24),RTK Integer (6),293.959452138733,1.0922867406374,-1.45766192659233,,0.183560221515781,0.0184788122876843,-0.0205942980026544,0.183919452236994,0.0189076072393172,-0.0166157760587939,-0.000819665619238685,0.00437998705850756,-9.79494477849986,0.1859,0.2535,-9.7899
0.370000000,-0.010000000,0.000000000,1.26057448537E+18,171285.37,38.0160366129722,-122.013043738536,18.733039855957,0,0.000974511670846585,0.00416297093472724,0.0003,0.00427551166528639,14,gxSPS (21),gxInteger (24),RTK Integer (6),293.959452138733,1.0922867406374,-1.45766192659233,,0.183560221515781,0.0184788122876843,-0.0205942980026544,0.183919452236994,0.0189076072393172,-0.0166157760587939,-0.000819665619238685,0.00437998705850756,-9.79494477849986,0.1859,0.2535,-9.7899
0.370000000,-0.010000000,0.000000000,1.26057448537E+18,171285.37,38.0160366129722,-122.013043738536,18.733039855957,0,0.000974511670846585,0.00416297093472724,0.0003,0.00427551166528639,14,gxSPS (21),gxInteger (24),RTK Integer (6),293.959452138733,1.0922867406374,-1.45766192659233,,0.183560221515781,0.0184788122876843,-0.0205942980026544,0.183919452236994,0.0189076072393172,-0.0166157760587939,-0.000819665619238685,0.00437998705850756,-9.79494477849986,0.1859,0.2535,-9.7899
0.370000000,-0.010000000,0.000000000,1.26057448537E+18,171285.37,38.0160366129722,-122.013043738536,18.733039855957,0,0.000974511670846585,0.00416297093472724,0.0003,0.00427551166528639,14,gxSPS (21),gxInteger (24),RTK Integer (6),293.959452138733,1.0922867406374,-1.45766192659233,,0.183560221515781,0.0184788122876843,-0.0205942980026544,0.183919452236994,0.0189076072393172,-0.0166157760587939,-0.000819665619238685,0.00437998705850756,-9.79494477849986,0.1859,0.2535,-9.7899
0.370000000,-0.010000000,0.000000000,1.26057448537E+18,171285.37,38.0160366129722,-122.013043738536,18.733039855957,0,0.000974511670846585,0.00416297093472724,0.0003,0.00427551166528639,14,gxSPS (21),gxInteger (24),RTK Integer (6),293.959452138733,1.0922867406374,-1.45766192659233,,0.183560221515781,0.0184788122876843,-0.0205942980026544,0.183919452236994,0.0189076072393172,-0.0166157760587939,-0.000819665619238685,0.00437998705850756,-9.79494477849986,0.1859,0.2535,-9.7899
0.370000000,-0.010000000,0.000000000,1.26057448537E+18,171285.37,38.0160366129722,-122.013043738536,18.733039855957,0,0.000974511670846585,0.00416297093472724,0.0003,0.00427551166528639,14,gxSPS (21),gxInteger (24),RTK Integer (6),293.959452138733,1.0922867406374,-1.45766192659233,,0.183560221515781,0.0184788122876843,-0.0205942980026544,0.183919452236994,0.0189076072393172,-0.0166157760587939,-0.000819665619238685,0.00437998705850756,-9.79494477849986,0.1859,0.2535,-9.7899
0.370000000,-0.010000000,0.000000000,1.26057448537E+18,171285.37,38.0160366129722,-122.013043738536,18.733039855957,0,0.000974511670846585,0.00416297093472724,0.0003,0.00427551166528639,14,gxSPS (21),gxInteger (24),RTK Integer (6),293.959452138733,1.0922867406374,-1.45766192659233,,0.183560221515781,0.0184788122876843,-0.0205942980026544,0.183919452236994,0.0189076072393172,-0.0166157760587939,-0.000819665619238685,0.00437998705850756,-9.79494477849986,0.1859,0.2535,-9.7899
0.370000000,-0.010000000,0.000000000,1.26057448537E+18,171285.37,38.0160366129722,-122.013043738536,18.733039855957,0,0.000974511670846585,0.00416297093472724,0.0003,0.00427551166528639,14,gxSPS (21),gxInteger (24),RTK Integer (6),293.959452138733,1.0922867406374,-1.45766192659233,,0.183560221515781,0.0184788122876843,-0.0205942980026544,0.183919452236994,0.0189076072393172,-0.0166157760587939,-0.000819665619238685,0.00437998705850756,-9.79494477849986,0.1859,0.2535,-9.7899
0.370000000,-0.010000000,0.000000000,1.26057448537E+18,171285.37,38.0160366129722,-122.013043738536,18.733039855957,0,0.000974511670846585,0.00416297093472724,0.0003,0.00427551166528639,14,gxSPS (21),gxInteger (24),RTK Integer (6),293.959452138733,1.0922867406374,-1.45766192659233,,0.183560221515781,0.0184788122876843,-0.0205942980026544,0.183919452236994,0.0189076072393172,-0.0166157760587939,-0.000819665619238685,0.00437998705850756,-9.79494477849986,0.1859,0.2535,-9.7899
0.370000000,-0.010000000,0.000000000,1.26057448537E+18,171285.37,38.0160366129722,-122.013043738536,18.733039855957,0,0.000974511670846585,0.00416297093472724,0.0003,0.00427551166528639,14,gxSPS (21),gxInteger (24),RTK Integer (6),293.959452138733,1.0922867406374,-1.45766192659233,,0.183560221515781,0.0184788122876843,-0.0205942980026544,0.183919452236994,0.0189076072393172,-0.0166157760587939,-0.000819665619238685,0.00437998705850756,-9.79494477849986,0.1859,0.2535,-9.7899
