index,hesitateTime,startDelay,walkDistance,rho
0,2.828918513030604,8.977865201331738,5.395023078849699,45.8767929077148
1,2.154151115928114,7.0026005613076405,6.057172442826172,6.15689086914063
2,2.4465495035523257,7.596861555727733,4.631922737886533,1.59506273269653
3,2.121335042531147,8.027158626316018,4.627669822746199,1.39230501651764
4,1.9764108664688973,8.372641142989286,6.068334487540723,7.53475904464722
5,1.288365677945959,7.885815183331639,4.223693958501692,3.78714036941528
6,2.200373337724874,7.070564321403469,4.897765432768629,1.59568452835083
7,2.4233339293150467,8.235082529935852,5.860457419865908,6.49084758758545
8,1.5293520168376988,8.102202121894656,6.526144751901672,7.07267951965332
9,1.5724324935633849,9.124340503154984,6.773064476318062,7.58010482788086
10,2.6594082226290596,9.712640844998552,6.390095540429034,7.98513841629028
11,2.6885141697030583,9.931632078787501,4.625368143539122,3.10146522521973
12,2.3245750888901595,7.9246942154651965,6.25708216922406,7.19551038742065
13,1.5305079272087563,7.611226980381984,5.26673997064623,3.84720802307129
14,2.7151401615935145,8.520464795245351,5.710131782777597,7.45111322402954
15,2.395438109489125,9.635624222789703,5.383077616609328,4.47208690643311
16,1.5496329121349013,9.558912432214225,4.643888727832678,3.8005735874176
17,2.6046759969646684,7.466838840762636,6.703284942510226,6.39080381393433
18,1.9073901050849342,9.531693411914292,5.094640650859308,3.2077488899231
19,2.3741756645297345,8.095396875876641,4.556172192157239,2.97735381126404
20,1.657395719015088,9.114498339578976,6.9829044834236065,7.73830890655518
21,1.8255572756177258,9.76296803182472,4.066288901468325,2.01433372497559
22,1.967393186101181,7.5752195892675065,4.931111693329763,3.34579396247864
23,1.967332469903772,9.08289421465277,4.792345460839064,3.30804562568665
24,1.005953096886039,7.793590469116715,6.208578184768827,5.72323226928711
25,2.8734602618506084,8.883681452494017,6.983993789357861,8.46645545959473
26,2.1381437838591095,7.401961343940256,5.7924036354810715,5.61508512496948
27,1.0007319803365708,9.077205591235295,5.4690837094724,5.79095935821533
28,1.8986413414002812,7.959261673332435,5.982260506599149,5.18185997009277
29,2.5289425826827925,9.345439478509096,5.987711050710043,7.91086149215698
30,1.7702931544072242,9.99143407136835,5.500497652213703,5.05129098892212
31,1.786639484675711,8.996192582675846,5.043805206679895,4.00186634063721
32,2.5296898052111763,7.7938083069897734,5.559004079481172,3.59802293777466
33,2.1227154871421954,9.019065224336678,6.229426101019239,8.2172212600708
34,1.3127193739170842,9.661754900282789,4.033453302228237,4.51026344299316
35,1.9588533392008916,9.505396669919373,4.662830866055564,1.65378761291504
36,2.475462362009309,8.48425376225745,4.65088859595515,3.17168068885803
37,1.6418666489125713,7.7245792859116555,6.862394728504286,6.21284294128418
38,2.4476449474758395,8.440842517732989,4.392735014542971,1.50947427749634
39,1.1838606925706388,9.568414287418758,5.501581824406473,5.18834400177002
40,1.4587538192292546,8.49481881880763,4.489419635551279,2.76883554458618
41,2.632489307399621,7.616499516086682,5.6197428276752275,6.08352661132813
42,1.5191514924694127,7.412721483404285,6.92920902014012,5.89334106445313
43,2.579351562784127,9.832399964953035,6.921052968089544,8.93369197845459
44,1.2674190321824794,8.592217124451263,6.432755678921894,6.82110786437988
45,1.3592556174072699,8.057762331935418,5.334569450808026,4.51093673706055
46,1.874120994967868,8.495635491866052,6.615448871368448,7.93769645690918
47,1.9186148989454734,9.946038426867858,5.849696872182892,5.45702028274536
48,2.8344588607621057,8.718546319533484,6.941125711581029,8.69227695465088
49,2.701065122557715,9.343347672320736,6.336959637294047,5.83453989028931
50,1.281647316957342,8.58739551501964,6.262050855720458,7.06180143356323
51,2.516514072967359,8.28495705714739,4.057260986486431,1.3531242609024
52,1.6095048235961793,8.92874731718618,5.918857192620106,7.91130495071411
53,1.8334268222677885,8.781549127784231,5.466481705896247,5.81930494308472
54,2.7886992806451754,8.6723803417282,6.096689588585357,8.46280765533447
55,2.942972999554881,7.2583202782870995,5.67801661013347,5.97430181503296
56,1.770483851874378,7.802303711892087,4.040015151976669,3.72177314758301
57,1.8389575852462139,7.2677074834735125,6.282356631337949,5.6514744758606
58,2.2519149202135837,8.300481893254155,6.539764930930993,7.97094440460205
59,1.5081799945141685,7.405859955544792,4.422573807319909,3.30300498008728
60,2.4048494388359587,7.676550319846423,5.385400168401173,2.76755690574646
